RegionID|RegionName|Coordinates
6047420|Inner West, New South Wales, Australia (type 5)|-33.86435;151.08719:-33.86509;151.08570:-33.85608;151.06410:-33.86527;151.05634:-33.86690;151.06187:-33.88005;151.06187:-33.90690;151.07709:-33.90180;151.09479:-33.89602;151.12451:-33.90255;151.12373:-33.90514;151.12950:-33.89212;151.14515:-33.90038;151.14963:-33.91416;151.13600:-33.92303;151.14207:-33.92155;151.14494:-33.92168;151.15692:-33.90913;151.17511:-33.90667;151.18151:-33.90433;151.18074:-33.89792;151.18257:-33.89531;151.19003:-33.89117;151.18871:-33.88785;151.19347:-33.88462;151.19466:-33.87967;151.19487:-33.87537;151.18954:-33.87033;151.18552:-33.86826;151.18584:-33.86249;151.19027:-33.86058;151.19774:-33.85488;151.19662:-33.85348;151.19349:-33.84521;151.18567:-33.85446;151.16663:-33.84088;151.15489:-33.84623;151.13309:-33.84301;151.13080:-33.83842;151.11269:-33.82797;151.09532:-33.82466;151.09598:-33.82202;151.09085:-33.82121;151.08586:-33.82707;151.08294:-33.84950;151.08180:-33.85823;151.08376
6047464|Costa Adeje, Adeje, Spain (type 1)|28.07338;-16.74402:28.07947;-16.71579:28.07698;-16.70842:28.12155;-16.73508:28.16267;-16.77869:28.15274;-16.81686
6047476|Kings Cross St. Pancras, London, England, United Kingdom (type 1)|51.52602;-0.14458:51.52888;-0.14449:51.53427;-0.13896:51.53913;-0.12163:51.53927;-0.10461:51.53414;-0.09704:51.52886;-0.09614:51.52560;-0.10402:51.52523;-0.11511:51.52499;-0.12756:51.52728;-0.12966:51.52513;-0.13843
6047477|Maida Vale, London, England, United Kingdom (type 1)|51.52668;-0.16044:51.52157;-0.17125:51.52622;-0.17766:51.52643;-0.18283:51.52064;-0.19825:51.52128;-0.20755:51.52975;-0.21632:51.53490;-0.20976:51.54230;-0.18463:51.54180;-0.17394:51.53511;-0.16375:51.53038;-0.15548
6047521|Jandia, Pajara, Spain (type 1)|28.11417;-14.51156:28.06171;-14.51292:28.04915;-14.37476:28.06548;-14.36823:28.07433;-14.34161:28.06162;-14.30622:28.10175;-14.26206:28.14999;-14.31991
6047523|Almerimar, El Ejido, Spain (type 1)|36.69754;-2.83453:36.71147;-2.83592:36.71538;-2.82334:36.71607;-2.81524:36.72189;-2.80826:36.71845;-2.79818:36.69978;-2.76559:36.68067;-2.78153
6047541|Zhuji, Shaoxing, China (type 1)|29.79600;120.15200:29.79600;120.32000:29.65500;120.32000:29.65500;120.15200
6047730|Yangshuo, Guilin, China (type 1)|24.85935;110.34367:24.85975;110.56429:24.70435;110.56306:24.70433;110.34005
6047735|Western District, Hong Kong (type 1)|22.29013;114.10855:22.29831;114.13447:22.29148;114.14896:22.28850;114.14806:22.28745;114.14628:22.28546;114.14610:22.28415;114.14520:22.28191;114.14537:22.27967;114.14553:22.27460;114.13400:22.28052;114.11688
6047740|Changshu, Suzhou, China (type 1)|31.71400;120.64200:31.71400;120.82300:31.56900;120.82300:31.56900;120.64200
6047742|Humen, Dongguan, China (type 1)|22.84454;113.60207:22.88313;113.72841:22.74009;113.74077:22.72299;113.66524:22.79138;113.61511
6047797|Shilin, Taipei, Taiwan (type 1)|25.11265;121.46193:25.11102;121.47763:25.11548;121.48879:25.11199;121.49570:25.09831;121.49793:25.09609;121.50905:25.09749;121.51089:25.09940;121.51759:25.10134;121.51770:25.10357;121.51860:25.10419;121.51988:25.10695;121.52128:25.10889;121.52120:25.10957;121.52250:25.11088;121.52274:25.11145;121.52520:25.11290;121.52580:25.11470;121.52505:25.11610;121.52500:25.11741;121.52353:25.11997;121.52470:25.12066;121.52570:25.12305;121.52602:25.12362;121.52710:25.12428;121.52960:25.12800;121.53140:25.13160;121.53108:25.13631;121.53106:25.13919;121.53497:25.14233;121.54329:25.14183;121.54606:25.14361;121.54784:25.14696;121.54900:25.15134;121.54999:25.16284;121.56097:25.16914;121.56269:25.17838;121.56312:25.18949;121.56750:25.19461;121.58303:25.17954;121.58217:25.16688;121.57711:25.13689;121.60337:25.13693;121.60535:25.13079;121.60466:25.12994;121.60737:25.12551;121.60346:25.12609;121.60157:25.11381;121.58801:25.10526;121.57866:25.09842;121.55891:25.09248;121.55346:25.09396;121.54149:25.08171;121.52613:25.07973;121.52441:25.07526;121.52553:25.07683;121.52299:25.07860;121.51857:25.08047;121.51626:25.08004;121.51360:25.07887;121.51128:25.07884;121.50836:25.07814;121.50441:25.08890;121.49892:25.09862;121.48643:25.10406;121.46154
6047806|Sun Moon Lake, Taiwan (type 5)|23.89600;120.87600:23.89600;120.95500:23.81200;120.95500:23.81200;120.87600
6047810|Wulai, New Taipei City, Taiwan (type 1)|24.79020;121.45040:24.87958;121.52578:24.89298;121.54089:24.88893;121.54810:24.89298;121.55806:24.87616;121.56149:24.86557;121.65504:24.84392;121.68972:24.80730;121.62569:24.79312;121.61882:24.78705;121.59239:24.72656;121.59565:24.67432;121.47995:24.76117;121.42365
6047811|Danshui, New Taipei City, Taiwan (type 1)|25.24369;121.44236:25.24555;121.45034:25.24019;121.45712:25.23817;121.47523:25.23383;121.48510:25.23165;121.49111:25.22909;121.49780:25.22016;121.49978:25.21620;121.49815:25.21247;121.49282:25.21061;121.48613:25.20634;121.48664:25.20541;121.48484:25.20067;121.48845:25.19904;121.48313:25.19601;121.49282:25.18980;121.50527:25.18506;121.51274:25.18001;121.52261:25.17481;121.52261:25.16960;121.52003:25.17147;121.50175:25.16727;121.49969:25.16277;121.49549:25.15274;121.48750:25.15002;121.48270:25.14808;121.48132:25.14124;121.47471:25.13868;121.47085:25.13355;121.46690:25.13075;121.46373:25.12392;121.46459:25.12306;121.45875:25.14676;121.45111:25.16789;121.43197:25.17978;121.39618:25.19702;121.39738
6047819|Dongsheng, Ordos, China (type 1)|40.03000;109.84900:40.03000;110.15700:39.66700;110.15700:39.66700;109.84900
6047868|Arab Street District, Singapore (type 1)|1.30202;103.85275:1.30346;103.85401:1.30324;103.85450:1.30426;103.85625:1.30559;103.85769:1.30604;103.85945:1.30636;103.86159:1.30853;103.86399:1.30709;103.86499:1.30237;103.86880:1.29864;103.86496:1.29542;103.86198:1.29840;103.85906:1.29726;103.85799:1.29998;103.85529
6047870|Financial District Singapore, Singapore (type 1)|1.28912;103.84918:1.28611;103.85154:1.28805;103.85345:1.28821;103.85413:1.28694;103.85386:1.28530;103.85331:1.28353;103.85269:1.28217;103.85203:1.28077;103.85108:1.28121;103.85038:1.28295;103.84729:1.28365;103.84608:1.28498;103.84392:1.28745;103.84595:1.28699;103.84670:1.28947;103.84859
6047871|Geylang, Singapore (type 1)|1.31537;103.86917:1.31734;103.87209:1.31910;103.87243:1.32219;103.88496:1.32614;103.90577:1.31777;103.90500:1.30829;103.90848:1.30301;103.90019:1.30203;103.89706:1.30009;103.89079:1.30082;103.88878:1.30112;103.88015:1.29902;103.87728:1.30027;103.87114:1.30503;103.86818:1.31065;103.86994:1.31275;103.86887
6047872|Little India, Singapore (type 1)|1.31007;103.84546:1.31505;103.84992:1.31833;103.85535:1.31608;103.85878:1.31202;103.86179:1.30923;103.86385:1.30853;103.86399:1.30636;103.86159:1.30604;103.85945:1.30559;103.85769:1.30426;103.85625:1.30324;103.85450:1.30346;103.85401:1.30202;103.85275:1.30315;103.85127:1.30306;103.84989:1.30578;103.84528
6047873|Marina Bay, Singapore (type 1)|1.29840;103.85906:1.29542;103.86198:1.29426;103.86530:1.28692;103.86655:1.27714;103.87651:1.26418;103.85947:1.27384;103.85234:1.27605;103.84818:1.28077;103.85108:1.28217;103.85203:1.28353;103.85269:1.28530;103.85331:1.28694;103.85386:1.29199;103.85420:1.29589;103.85684
6047874|Orchard Road, Singapore (type 5)|1.31254;103.82226:1.31481;103.82634:1.31297;103.83908:1.31065;103.84420:1.30361;103.84440:1.30016;103.84644:1.29954;103.84833:1.29861;103.84869:1.29673;103.84715:1.29428;103.84417:1.29664;103.84164:1.29675;103.83758:1.29733;103.83140:1.29988;103.82350:1.30434;103.82035
6047875|Sentosa Island, Singapore (type 1)|1.26104;103.80841:1.25995;103.82189:1.25493;103.83331:1.25508;103.85234:1.23372;103.85149:1.23371;103.80123
6047876|Singapore River, Singapore (type 5)|1.29321;103.82531:1.29580;103.82904:1.29733;103.83140:1.29675;103.83758:1.29664;103.84164:1.29428;103.84417:1.29113;103.84879:1.28983;103.84793:1.28947;103.84859:1.28699;103.84670:1.28740;103.84599:1.28498;103.84392:1.28577;103.84286:1.28671;103.84228:1.28737;103.84249:1.28829;103.84134:1.28737;103.84048:1.28587;103.83809:1.28519;103.83745:1.28354;103.83633:1.28239;103.83356:1.28756;103.83177:1.28979;103.82547
6047882|Versilia (region), Italy (type 5)|44.04035;10.01741:43.80708;10.22613:43.82949;10.31147:43.89028;10.31206:43.96520;10.27998:44.09467;10.09002
6047917|Val d'Elsa, Italy (type 5)|43.51603;10.97676:43.54594;11.03011:43.47561;11.12668:43.52275;11.18309:43.51942;11.20087:43.49254;11.18102:43.48589;11.20996:43.47810;11.22163:43.45674;11.21398:43.44755;11.22550:43.42506;11.20930:43.39818;11.21832:43.39034;11.25023:43.40579;11.26902:43.39657;11.28573:43.40834;11.29235:43.41003;11.30498:43.36007;11.31385:43.35671;11.31510:43.34922;11.31207:43.34728;11.30905:43.34334;11.30576:43.34566;11.29433:43.34392;11.28773:43.34373;11.28133:43.34709;11.27903:43.34889;11.27618:43.35381;11.26179:43.34465;11.11699:43.23466;11.11851:43.23161;10.99019:43.27895;10.99393:43.30866;10.94857:43.37996;11.00396:43.45117;10.95107:43.51382;10.96360
6047918|Val d'Orcia, Italy (type 5)|43.11371;11.40188:43.08066;11.36148:43.02613;11.35251:42.98513;11.36742:42.97163;11.34909:42.96358;11.36016:42.95706;11.47602:42.97999;11.51091:42.97529;11.52931:42.96655;11.52565:42.97061;11.56886:42.94910;11.59738:42.95246;11.60749:42.91074;11.62588:42.91812;11.71959:42.83986;11.75007:42.84568;11.79275:42.91723;11.85294:42.94641;11.82281:42.95418;11.78780:43.00499;11.75562:43.01636;11.78993:43.11867;11.71543:43.10583;11.65955:43.13752;11.65457:43.14080;11.62380:43.12000;11.61664:43.11797;11.58253:43.10192;11.57859:43.11515;11.45257:43.10504;11.44155
6047997|North Shore, New Zealand (type 5)|-36.84658;174.68903:-36.83246;174.74415:-36.83939;174.82627:-36.68164;174.76241:-36.69641;174.66826
6048010|Fornells, Spain (type 5)|40.06831;4.10795:40.06518;4.13541:40.05508;4.13699:40.02517;4.12551:40.04648;4.09132
6048013|South Auckland, New Zealand (type 5)|-37.12545;174.83339:-37.12700;175.05100:-36.92862;175.04944:-36.92797;174.82490
6048022|Jiangning, Nanjing, China (type 1)|31.98595;118.75946:31.98595;118.92288:31.86473;118.92288:31.86473;118.75946
6048041|North Fort Lauderdale, Florida, United States of America (type 5)|26.20151;-80.21762:26.13941;-80.16968:26.14052;-80.11380:26.18064;-80.10324:26.20459;-80.10297:26.21149;-80.09846:26.20519;-80.13398:26.21000;-80.13788:26.21029;-80.20263
6048098|Aci Trezza, Aci Castello, Italy (type 1)|37.57890;15.16251:37.56921;15.17187:37.55623;15.16216:37.55289;15.15732:37.56304;15.15164:37.56344;15.14815:37.56792;15.14591:37.57904;15.15570
6048102|South Miami, Florida, United States of America (type 5)|25.77228;-80.49667:25.77049;-80.26119:25.76411;-80.28746:25.72566;-80.31490:25.70664;-80.28605:25.55392;-80.30937:25.55291;-80.40177
6048124|Colonia Sant Jordi, Spain (type 5)|39.32472;2.98109:39.30969;2.98136:39.30969;3.00371:39.32793;3.00370
6048133|Tampa International Airport (TPA), Florida, United States of America (type 4)|28.00476;-82.57653:28.00446;-82.50020:27.94402;-82.50055:27.94400;-82.57649
6048134|Downtown Tampa, Florida, United States of America (type 2)|27.97599;-82.48323:27.97564;-82.42996:27.93524;-82.42947:27.93367;-82.48257
6048135|Busch Gardens, Tampa, Florida, United States of America (type 7)|28.09248;-82.47251:28.13775;-82.37731:28.12791;-82.34052:28.02632;-82.34091:28.02603;-82.47141
6048143|Tramuntana, Spain (type 5)|39.66921;2.42549:39.63314;2.43935:39.58039;2.50705:39.65770;2.77938:39.69842;2.82648:39.71303;2.87237:39.74488;2.92935:39.81491;3.00597:39.84231;2.92801:39.73454;2.68764:39.79025;2.65136
6048145|Zengcheng, Guangzhou, China (type 1)|23.10647;113.60670:23.12357;113.67858:23.14632;113.72652:23.13216;113.75543:23.12887;113.81909:23.11972;113.84018:23.18038;113.87006:23.33822;113.88451:23.34844;113.58970:23.31376;113.60867:23.28536;113.61647:23.24173;113.61032:23.23248;113.60345:23.20653;113.60203:23.18903;113.58908:23.16964;113.58259:23.13806;113.54504:23.08227;113.54662:23.09477;113.58922
6048155|Retamar, Almeria, Spain (type 1)|36.86293;-2.32297:36.83452;-2.34150:36.83054;-2.32493:36.81690;-2.30729:36.85038;-2.28197:36.86166;-2.29638
6048235|Akasaka, Tokyo, Japan (type 1)|35.66694;139.72223:35.66836;139.73049:35.66920;139.73818:35.67100;139.74290:35.68900;139.75200:35.68900;139.72200
6048236|Asakusa, Tokyo, Japan (type 1)|35.71866;139.79037:35.70650;139.78653:35.70602;139.79101:35.70526;139.79586:35.70968;139.79846:35.71414;139.80289:35.71861;139.80757:35.72548;139.80950:35.73325;139.81108:35.73701;139.81501:35.74017;139.81449:35.74121;139.81047:35.73890;139.80281:35.73952;139.79645:35.74128;139.79128
6048237|Ginza, Tokyo, Japan (type 1)|35.66823;139.75862:35.66694;139.76216:35.66380;139.76322:35.66389;139.76442:35.66685;139.76768:35.66802;139.76775:35.67117;139.77182:35.67424;139.77265:35.67460;139.77101:35.67694;139.75978:35.67079;139.75578:35.67091;139.75992
6048238|Haneda Airport (HND), Japan (type 4)|35.59004;139.72400:35.59004;139.73584:35.57300;139.82100:35.51600;139.82100:35.54000;139.76000:35.54000;139.74400
6048239|Iidabashi, Tokyo, Japan (type 1)|35.68900;139.74000:35.68982;139.75967:35.69049;139.76588:35.69314;139.76623:35.69713;139.76880:35.69825;139.76830:35.70569;139.76894:35.70600;139.74000
6048240|Ikebukuro, Tokyo, Japan (type 1)|35.73469;139.70005:35.72805;139.69655:35.71989;139.71755:35.73234;139.73022:35.74130;139.70667
6048241|Nihonbashi, Tokyo, Japan (type 1)|35.67802;139.75703:35.67430;139.77269:35.67257;139.77250:35.66902;139.78124:35.67186;139.78443:35.68578;139.79369:35.69477;139.78850:35.69523;139.78740:35.69667;139.78270:35.69702;139.77285:35.69303;139.76679:35.69018;139.76616:35.68953;139.76029
6048242|Odaiba, Tokyo, Japan (type 1)|35.59759;139.78616:35.62792;139.80489:35.64659;139.79457:35.62800;139.76300
6048243|Roppongi, Tokyo, Japan (type 1)|35.64798;139.72520:35.64561;139.74631:35.65202;139.74849:35.65249;139.74857:35.65706;139.74919:35.65805;139.75201:35.67499;139.75197:35.67067;139.74281:35.66906;139.73826:35.66823;139.73098:35.66661;139.72225:35.65968;139.72228
6048244|Shiba, Tokyo, Japan (type 1)|35.65201;139.74856:35.64499;139.74627:35.64409;139.74459:35.64163;139.74265:35.64072;139.76043:35.65955;139.76574:35.66002;139.75221:35.65784;139.75214:35.65702;139.74932
6048246|Ueno, Tokyo, Japan (type 1)|35.70619;139.76914:35.70579;139.78636:35.71872;139.79029:35.72497;139.79049:35.72271;139.76677
6048261|Minatomirai, Yokohama, Japan (type 1)|35.44774;139.63265:35.44813;139.63539:35.44819;139.63704:35.45038;139.64155:35.45922;139.63869:35.45906;139.63332:35.45304;139.62344:35.44562;139.62859
6048262|Shin - Yokohama Station, Yokohama, Japan (type 8)|35.51800;139.60200:35.51800;139.64600:35.49000;139.64600:35.49000;139.60200
6048263|Kannai, Yokohama, Japan (type 1)|35.45154;139.64402:35.44806;139.63706:35.44763;139.63270:35.44532;139.62819:35.44157;139.62606:35.44109;139.62559:35.43539;139.62927:35.43838;139.63568:35.44117;139.63901:35.45035;139.64510
6048337|Elm, Glarus Sued, Switzerland (type 1)|46.94330;9.18946:46.92224;9.10334:46.88616;9.12763:46.91785;9.21234
6048484|Karikari Peninsula, New Zealand (type 5)|-34.74215;173.26724:-34.74215;173.51081:-34.98022;173.51081:-34.98022;173.26724
6048509|Chabrieres, France (type 5)|44.01303;6.26247:44.01293;6.27653:44.00492;6.27639:44.00462;6.26260
6048550|Costa Rei, Italy (type 5)|39.43314;9.55697:39.42888;9.66430:39.28563;9.66880:39.14869;9.57964:39.20401;9.51492
6048728|Hana, Hawaii, United States of America (type 3)|20.78243;-156.02507:20.79802;-156.00249:20.75270;-155.96711:20.73959;-155.98966
6048729|Kahului, Hawaii, United States of America (type 3)|20.88842;-156.53907:20.93383;-156.49513:20.88716;-156.43879:20.83724;-156.48486
6048736|Lihue, Hawaii, United States of America (type 3)|22.05005;-159.38335:21.93362;-159.44285:21.91329;-159.34230:22.03229;-159.30502
6048741|Waikiki, Hawaii, United States of America (type 1)|21.28773;-157.84897:21.29442;-157.83737:21.26926;-157.80864:21.25826;-157.82050
6048742|Kahala, Hawaii, United States of America (type 1)|21.28385;-157.80204:21.27139;-157.77238:21.25283;-157.79346:21.27084;-157.80555
6048743|North Shore, Hawaii, United States of America (type 5)|21.72001;-158.02200:21.71777;-157.94080:21.57376;-157.86558:21.56065;-157.89839:21.68878;-157.99321:21.58528;-158.09437:21.59736;-158.12628
6048744|Makaha, Waianae, Hawaii, United States of America (type 1)|21.48184;-158.23281:21.50090;-158.19132:21.44499;-158.14725:21.42619;-158.18835
6048745|Ko Olina, Hawaii, United States of America (type 1)|21.36677;-158.13665:21.37467;-158.11402:21.32462;-158.09399:21.31943;-158.13004
6048776|Mugello, Italy (type 5)|43.90697;11.15935:43.84096;11.30523:43.86829;11.34679:43.87829;11.45494:43.98073;11.59857:44.00074;11.58845:44.00871;11.60238:43.99130;11.64584:44.03981;11.70074:44.05172;11.69810:44.08447;11.73444:44.10311;11.74883:44.12701;11.75475:44.12310;11.67927:44.10469;11.65600:44.12390;11.60230:44.13819;11.60357:44.14333;11.61755:44.15888;11.61469:44.16697;11.57043:44.16238;11.51328:44.19902;11.45309:44.22143;11.45169:44.24020;11.42264:44.20228;11.37531:44.20766;11.34125:44.16051;11.27861:44.15163;11.18856:44.11049;11.25839:44.10167;11.19719
6048791|Tianzhu - Capital International Airport (PEK), China (type 6)|40.13000;116.53100:40.13000;116.66800:40.03100;116.66800:40.03100;116.53100
6048792|Dongcheng - Wangfujing, Beijing, China (type 5)|39.96348;116.40620:39.96368;116.39110:39.89391;116.39309:39.89415;116.43577:39.92863;116.43586:39.92822;116.44306:39.94984;116.44026:39.94998;116.43044:39.96315;116.43133:39.96340;116.41223:39.97334;116.41223:39.97362;116.40644
6048793|Chongwen, Beijing, China (type 1)|39.86354;116.39437:39.86276;116.43573:39.89397;116.43505:39.89356;116.39402
6048794|Fengtai, Beijing, China (type 1)|39.86257;116.43262:39.86453;116.29957:39.90525;116.30009:39.90288;116.21240:39.81396;116.21490:39.82737;116.23685:39.79118;116.25751:39.79648;116.28449:39.76237;116.30879:39.80707;116.32886:39.80426;116.35769:39.78386;116.36046:39.78351;116.37419:39.75958;116.37924:39.76133;116.40396:39.78669;116.39752:39.78807;116.42317:39.83028;116.41583:39.83063;116.43370:39.83600;116.46196
6048795|North Chaoyang, Beijing, China (type 5)|39.94733;116.35629:39.94668;116.39124:39.96353;116.39089:39.96407;116.40595:39.97364;116.40631:39.97350;116.41237:39.96354;116.41201:39.96304;116.43111:39.95015;116.43090:40.01303;116.50795:40.01190;116.33800
6048796|South Chaoyang, Beijing, China (type 5)|39.86256;116.43591:39.86257;116.43275:39.82801;116.47077:39.83100;116.53300:39.90713;116.53281:39.90125;116.43625
6048797|Xicheng, Beijing, China (type 1)|39.90525;116.30759:39.90484;116.39286:39.94669;116.39101:39.94700;116.30800
6048798|Xuanwu, Beijing, China (type 1)|39.90500;116.30000:39.90500;116.39400:39.86400;116.39400:39.86400;116.30000
6048824|Viareggio, Italy (type 3)|43.88417;10.22045:43.81313;10.24922:43.82079;10.28060:43.82260;10.28985:43.82974;10.30713:43.83685;10.31117:43.87284;10.28050:43.88732;10.26947:43.88693;10.26542:43.88762;10.26393:43.89037;10.26160:43.89204;10.26434:43.89652;10.26059:43.89549;10.25880:43.89717;10.25508:43.89549;10.25265:43.89313;10.24014:43.89120;10.23433
6048903|Lagos, Portugal (type 3)|37.05222;-8.68233:37.05293;-8.75716:37.05870;-8.84358:37.09613;-8.84131:37.11498;-8.81311:37.12898;-8.80952:37.14248;-8.82112:37.15335;-8.84998:37.16828;-8.84258:37.18767;-8.79776:37.23352;-8.74594:37.22245;-8.74184:37.23415;-8.70734:37.22821;-8.69591:37.21228;-8.69416:37.21104;-8.68046:37.20522;-8.67679:37.19255;-8.65834:37.19250;-8.65103:37.18169;-8.64575:37.17965;-8.64977:37.15120;-8.63139:37.14775;-8.62430:37.09419;-8.61703
6048904|Portimao, Portugal (type 3)|37.27876;-8.62256:37.27443;-8.60652:37.26707;-8.60270:37.27920;-8.59346:37.26297;-8.58992:37.24890;-8.57060:37.24867;-8.53170:37.24585;-8.53034:37.23352;-8.53661:37.23286;-8.52192:37.20710;-8.52140:37.19757;-8.51216:37.19302;-8.49966:37.17699;-8.48310:37.16682;-8.49099:37.16444;-8.49343:37.16357;-8.50431:37.15080;-8.50622:37.09973;-8.50155:37.10210;-8.61782:37.14778;-8.62410:37.15145;-8.63116:37.17958;-8.64939:37.18153;-8.64560:37.19279;-8.65104:37.19279;-8.65838:37.20533;-8.67661:37.21745;-8.68397:37.22459;-8.68098:37.22460;-8.67147:37.25059;-8.66362:37.24194;-8.65110:37.22959;-8.64890:37.24087;-8.63396:37.25169;-8.63833:37.25862;-8.63615:37.26490;-8.62690:37.26252;-8.62174
6048905|Albufeira, Portugal (type 3)|37.10217;-8.32599:37.11064;-8.32286:37.11801;-8.31507:37.14086;-8.30994:37.14442;-8.27623:37.14153;-8.27206:37.14686;-8.24420:37.15192;-8.24031:37.15947;-8.24338:37.16481;-8.24895:37.17969;-8.24533:37.19255;-8.24478:37.19233;-8.24143:37.21677;-8.23196:37.19899;-8.16672:37.19143;-8.16422:37.18388;-8.15447:37.17167;-8.16228:37.14592;-8.17067:37.14436;-8.17874:37.13748;-8.18572:37.13327;-8.17848:37.12527;-8.18517:37.12771;-8.19630:37.11706;-8.19463:37.11118;-8.18736:37.10706;-8.15147:37.10084;-8.15927:37.06996;-8.12086:37.07312;-8.33439
