RegionID|EANHotelID
6058423|151477
6079686|185955
178284|125838
6110831|124291
6080314|126884
178284|171391
6048540|499139
6080304|263600
6080298|213812
6080346|125838
6080316|125899
6080294|125838
6110827|138089
6080744|491598
6080338|226303
6080746|170356
6246936|241467
6080294|152413
6135432|116973
6306712|152413
2262|143128
6080324|117722
6080294|138473
178284|270695
6080312|138844
178284|165331
6048540|114932
6080320|152413
6242298|138881
6079688|130177
6080314|127428
6080298|262986
6340801|226303
6135432|108208
6080346|169994
6080312|267497
178284|193160
6080320|112190
6080334|135942
6080298|138163
6080300|134965
6080334|106728
6246951|203294
2262|152411
6080334|506163
6080298|273365
6080746|462518
6059432|198043
6080316|111495
6080302|126884
6080300|141231
6080318|115668
6080322|164870
6080312|273365
2262|129686
6135285|232934
6110831|138881
6025582|171918
6059434|277204
6080296|169994
6059436|487193
6080338|491598
178284|108208
6080338|106836
6080322|244489
6080330|263600
6080324|106836
6242298|107480
6058456|127386
6080294|193160
6080334|116135
6059434|187629
6080294|126884
6246941|124291
6080302|142201
6135433|199719
6080298|187629
6080320|170356
178284|219487
6167249|134376
6242298|124291
6167249|142451
6080302|198618
6080294|126303
6341406|262986
6080294|138162
6080308|340065
6080300|151477
6080306|226303
6080298|127427
6080296|124170
6080298|112717
2262|127428
6080334|143128
6306712|220735
6059434|141016
6091050|170356
6207078|205981
6080318|141231
6080338|152413
6080346|143128
6080334|125899
6080330|491598
6080326|169994
178284|125899
6080340|117711
178284|115305
6059432|145287
6080298|203926
6080328|267497
6079692|138089
6080298|376741
2262|340065
6080306|127428
6080746|198618
6091048|112612
6079692|130177
6080298|264945
6080316|488378
6080324|115668
6057429|138089
6080318|112612
178284|143128
6080320|220735
6080340|117379
6080296|143128
6059436|116135
6025582|107480
6080312|254448
178284|132763
6080346|152411
6080300|106728
178284|149457
6306712|340065
178284|169228
178284|263600
6080302|506163
178284|152411
6080306|112612
178284|133745
6091048|134965
2262|138162
6080318|226303
174304|110518
6059433|254448
6242298|138089
2295|203294
178284|220735
6167249|187629
6080320|340065
6080312|193160
6080320|111567
178284|111495
6091050|340065
6079690|171918
6091048|226303
6197|127386
6080298|161347
6080334|263600
6167249|233494
6091050|220735
6167249|130420
6080298|268168
6110827|216378
6059436|202103
6080294|340065
6080320|219487
6079692|185955
6080320|142201
6091048|127428
6059433|324767
6080326|164870
6080746|127429
6080340|127429
6080312|138473
6080296|455894
6246951|142906
6080306|126884
6080334|111495
6080294|445060
6080306|142201
178284|127210
6246941|138881
2262|126884
6246927|107480
6080300|169994
6080296|149305
6080300|324767
6080298|478438
6080300|110518
2262|111567
2262|208358
6080298|134108
6080744|169994
6080316|487193
6080336|115668
178284|269969
55116|274450
6080300|254448
6025582|212057
6080298|138101
6079686|133410
6080346|124170
6080296|111495
178284|186517
6306712|170356
6080294|170356
2262|462518
6080308|220735
6249979|241467
6025582|142906
2262|126303
6057429|185955
6110827|212926
6110827|133410
6080330|226303
6080296|202103
6080744|152413
6091050|138162
6080296|106022
2295|133410
6080294|112612
6079694|142906
6059434|445060
6080300|193160
6058423|492846
6080336|112190
6091046|202774
6080302|244489
6080328|198618
6091050|219487
6080346|129686
6079686|203294
6110831|138089
6048540|201485
6080344|112612
178284|340065
6135432|268168
6080316|202774
6058456|492846
6080304|117722
178284|129686
6080294|462518
2262|112612
10119|273365
6080746|244489
6058456|142201
6080298|125890
6080314|164870
6080322|263600
6080312|152413
6110827|126019
6080320|126884
6080746|117379
6080312|324767
6080322|376741
6080746|127386
6080308|219487
6080294|141016
174304|125838
6080316|138844
178284|201485
6080298|200434
7629|114932
6091050|126884
6080312|225669
178284|324808
6080746|117711
6080294|111567
6080308|263600
6080346|115305
6306712|219487
6080330|141231
6080746|135942
6080744|254448
6080324|112190
6080294|142201
6080746|164870
6080744|324767
6135432|264945
6080296|269969
6080318|491598
2262|445060
6080314|244489
6249979|171918
6080324|138473
178284|455894
6079688|216378
178284|164897
6080330|106836
6080312|151477
178284|129892
6080346|127210
6080296|116135
178284|106022
6110823|124291
6080344|226303
6080304|106836
6079690|241467
6080304|267497
6080298|203886
6080298|115668
6080296|263600
6058456|194086
6080344|127428
6080300|125838
6080338|324767
6080296|125899
6048540|133745
6246931|133410
178284|340099
6080316|117722
6079688|126019
6167207|171918
2262|170356
6110823|138881
6080346|125899
178284|124170
6091050|111567
6080296|132763
6080298|232934
6080296|127210
8640|209338
6080324|324767
6080296|111681
6080298|112190
2262|141016
6080746|506163
6080312|112190
6080324|254448
2262|141643
6059433|152413
174304|187621
6080294|127428
6080300|152413
6091046|138844
6306712|126884
6080346|150510
6079694|138881
6079694|212057
6059434|122004
6306712|111567
6080338|254448
6207078|160823
6080330|111567
6091046|506163
6059434|131842
6080296|112717
6080318|170356
6080310|138473
6080296|431995
6059434|141643
6080296|150510
6080346|431995
6091050|112612
6059433|115668
6058423|273365
178284|125890
6080298|108297
6246931|126019
6080294|164897
6080296|127427
6080294|152411
6246951|138881
6110827|171918
6080306|340065
6080344|219487
6080298|151477
55652|493658
6080338|164870
6080298|114932
6080304|127428
6080326|244489
6080304|226303
6080298|324767
6079686|212926
6080336|152413
55652|183620
6091050|142201
2262|226303
6079688|241467
178284|116135
6080300|127429
6080338|244489
6080340|138844
6080296|105621
6080746|117264
6080346|112717
6080298|225669
6080294|263600
6167249|134966
77060|139503
6080310|112190
6340800|324808
178284|495593
6110827|241467
6080294|219487
6080310|115668
6080312|135942
6079692|142906
6340801|244489
6080318|142201
6110831|130177
7985|263439
6059433|112190
6080294|132763
6080346|105621
6080346|451955
6080336|324767
6080314|198618
6167249|198043
6080336|254448
6080306|138162
6080312|165331
6080336|169994
6079690|185955
6080324|152413
178284|352522
55116|135426
6080294|125899
6080316|134965
6080328|117722
178284|105621
6080304|141231
6080746|138844
6080294|269969
6080322|203886
6080314|267497
6080346|116135
6080296|134108
6080312|506163
6340800|183612
2262|134965
6080746|488378
6080294|127210
6080328|106836
178284|270819
178284|150510
6246927|124291
6080318|111567
8640|310838
6080312|244489
2262|141231
6080322|112190
6080312|117711
6079686|216378
6059436|138162
6080306|219487
6080344|220735
6080298|152413
6080312|117379
6080298|138473
6080298|108208
6079688|171918
6080320|263600
6079686|126019
178284|431995
6080322|115668
6091048|117722
6080744|244489
178284|111681
6080318|127428
178284|203886
6080298|116973
6080294|111681
6080312|164870
6080294|143128
6091046|117711
6167207|216378
6080294|220735
6079694|107480
6080746|106836
6080296|203926
6080746|202774
2262|122004
178284|121250
6080744|164870
6080298|193160
9212|262757
6080306|111567
178284|493658
2262|109870
6080336|138473
6167249|145474
6080302|267497
6246936|133410
6080300|244489
7985|499139
6080334|376741
178284|134108
6057429|241467
6091046|117379
6080746|171313
6058456|117264
6080294|106022
6080300|127386
6167249|139503
6058423|321357
6080294|129686
6080304|491598
6080318|126884
6091046|164870
6080344|170356
6080312|169994
178284|183620
6242298|130177
6080310|152413
6080298|465213
6080330|127428
6080326|198618
6080318|138162
6110825|216378
2262|208719
2262|491598
6080334|115668
178284|451955
6110825|126019
2262|176980
6080318|219487
6080346|106022
6080746|117722
6080298|160823
7985|232934
2262|131842
140598|487193
178284|200434
6080294|115305
6091046|127429
8640|270695
6080346|111495
6080298|110518
6080322|203926
178284|202103
6080296|115668
6080346|376741
6110825|212926
6080298|254448
6058423|117264
6246951|212057
6080312|106728
6167249|277204
6080300|506163
178284|112717
6080298|121221
178284|376741
6080298|169994
6080334|203926
6080314|117722
6080344|340065
6080296|478438
9212|139543
6080306|220735
6080302|202774
6080296|200434
6091048|202774
6048540|340099
6080746|273365
6080302|106836
6080296|203886
6080334|203886
178284|149305
6080746|267497
6080344|111567
6080298|171391
6080294|111495
6080298|263439
6080300|117379
6080298|205981
6080294|455894
174304|123559
6080298|187621
6080322|138473
55116|126438
6080294|116135
6091046|108717
6080304|112612
6080330|112612
6080302|117722
6025582|130177
6080316|226303
6080318|340065
6080300|134966
6110825|203294
6080298|125838
6080300|164870
6080296|376741
6091050|127428
6080330|126884
6080746|487193
6110825|133410
6080306|170356
6091050|226303
6079694|124291
6135285|133745
6080298|147899
6080300|123559
6080346|200434
6246951|107480
6080746|321357
9212|213812
6249979|185955
6080296|495593
6080294|124170
6080344|126884
6167249|193592
6080310|254448
178284|264945
6080316|109870
6058423|171313
6080330|126303
6091050|134965
6249979|203294
174304|124170
6080298|499139
178284|122004
6080300|117711
6079690|138089
178284|131842
6080746|138473
6080310|324767
6057429|171918
6080324|169994
6080330|244489
6080300|135942
6080300|112717
6080300|264945
6080346|111681
6080746|112190
6080294|233494
6080294|138844
6080322|112612
6167207|203294
6110823|130177
6080298|149457
6080334|176980
6091050|115668
6080314|115668
2262|138844
6080338|263600
6080314|112190
9212|116973
6080300|376741
6080336|111567
6080310|340065
6080294|487193
6080320|267497
6080340|203926
6057429|212057
174304|150510
6167249|108297
6080302|324767
6080746|151477
6080296|226303
6080300|105621
6080312|111681
6080300|150510
6048540|119863
178284|208719
6080306|198618
6080300|431995
6080298|138162
6080298|183612
6057429|107480
6080310|127428
6080314|138473
6080336|219487
6079692|241467
6057429|142906
2262|487193
10119|165331
6242298|126019
6080304|164870
6080310|170356
55652|198043
6080346|122004
6080296|127428
6080746|115668
6058423|269969
6246931|124291
6079690|212926
6080294|130420
2262|233494
6080346|226303
6080300|263600
6246941|130177
6079686|124291
2262|106836
2262|130420
178284|491598
6080336|170356
6080320|117722
6246936|107480
6080324|220735
6080746|254448
6167207|212926
6197|151477
6306712|106836
6080300|111681
6110825|107480
6225794|169228
6080334|491598
6080320|106836
6080298|219487
6080312|202103
6059434|127427
6080334|112612
6080298|199719
6059436|169994
6080302|115668
6080296|134965
6207078|324808
6059433|267497
6080312|111495
6080300|132763
6059433|198618
178284|145287
6080334|109870
178284|492846
6080298|126884
6110825|212057
6080300|495593
6080312|149305
6091050|112190
6135432|139410
6080328|254448
55652|193592
6135433|213812
6059436|225669
6080300|200434
6080312|116135
6080344|198618
2262|117722
6080296|141643
6080336|138162
6080746|225669
6080336|220735
6080344|267497
6080746|324767
6091048|116135
6340800|274450
6080294|187629
6080294|117264
6080302|112190
2295|138881
6080298|220735
6080346|134965
6058423|455894
6080316|106728
6080336|340065
6080318|244489
6079686|138881
6246936|212057
6080294|321357
174304|106022
6080298|111567
6080334|226303
6080746|152413
6080298|133745
6080296|109870
6080312|263600
6080294|267497
6080300|111495
55089|261603
2262|267497
6080328|324767
9212|465213
6058456|149305
6080312|269969
6080322|126884
6080298|201485
6080306|117722
6059434|200434
6080300|116135
2262|488378
6080346|109870
6079690|203294
6080322|126303
6080744|116135
9212|108208
6080294|488378
6080312|495593
6080296|141231
6080346|488378
6080310|111567
178284|261603
178284|126438
6080298|169228
6135432|199719
6080328|138473
6080336|142201
6080300|149305
6080306|267497
6080304|169994
6080312|132763
6080300|202103
6080296|445060
6207078|270819
6080330|117711
6080298|127210
6080298|129686
6080302|254448
6080744|263600
6080308|491598
6080746|478438
2262|202774
6080294|202774
6080746|193160
6080334|127428
6080294|106836
6080312|125899
6080324|340065
2295|124291
6080334|134965
6058456|269969
6080324|219487
6080296|492846
2262|187629
6080302|152413
6080318|198618
6080296|131842
6059434|112717
6080310|126884
6123981|314728
6058456|495593
6080336|126884
6080298|125899
6079686|107480
6135285|323005
6080334|141231
2295|107480
6079692|171918
55116|171391
6080298|340065
6080300|106022
6080298|455894
178284|109870
6246927|130177
178284|141231
6080298|324808
6080326|115668
6246931|107480
6079690|133410
6080316|169994
6080296|176980
178284|134965
6079690|216378
6110825|138881
6306712|141231
6080322|111567
6080302|138473
6080330|164870
6080298|170356
6080328|152413
6091050|138473
6059434|150510
6110831|216378
6080308|141231
6079694|185955
6080300|451955
6080294|117722
6110831|126019
6080296|194086
6080324|263600
6059434|121250
6080296|208719
6080298|139410
6079690|126019
6080322|127428
6048540|323005
178284|135426
178284|176980
6080310|219487
6246941|142906
6080298|164897
6091046|138162
6246951|130177
7629|340099
6080296|491598
6080296|126884
6080296|112612
6294758|262757
6080744|112190
6197|149305
6080320|112612
6080312|143128
6080318|106836
6080316|506163
6080308|142201
6080308|226303
6080338|376741
178284|226303
6080336|116135
2262|198618
178284|199719
6340800|135426
6080298|451955
6080312|376741
178284|141643
6080346|138162
6080322|170356
178284|462518
6080298|132763
6080334|111567
6059434|125899
6080298|105621
6080746|203926
6080326|152413
6079688|133410
6080312|115668
6167249|127427
6080306|141231
6080300|127427
178284|111567
6080294|122004
6080336|263600
178284|139410
2262|134376
6080326|254448
77060|161347
6080296|138162
6080304|198618
6080328|244489
6080312|203886
6249979|216378
6059434|124170
6080296|126303
178284|208358
6135433|262757
6080298|152411
6059434|129892
6080308|112612
6059434|106022
6080744|138473
6080294|194086
6080334|220735
6080330|267497
6080322|226303
2295|142906
6080330|127429
6080300|134108
178284|112612
2262|164870
6059436|376741
178284|138162
6080300|112190
6059434|115305
6080298|263600
6197|495593
6080298|129892
178284|141016
6080294|492846
6340800|126438
2262|117379
6246936|124291
6091046|134965
6080300|138473
178284|323005
56087|125890
6080298|124170
6080320|141231
6025582|138881
2262|127429
6059434|186517
6080298|183620
55116|169633
6080316|135942
6080312|478438
6080294|131842
178284|142201
2262|117711
6080746|169994
6246951|138089
6080316|117379
6080300|108297
6080346|141643
7629|201485
6080322|340065
6080294|176980
6306712|491598
6246941|212057
6080300|225669
6110827|203294
6080334|126884
6059436|203886
6110823|142906
178284|194086
6080308|170356
6092618|119863
6080334|340065
6080346|141016
6110825|124291
6249979|126019
6059431|121221
6080320|226303
6080300|115668
6080294|141643
6080334|138162
6080298|116135
6080298|186517
6080306|106836
6092618|138243
149384|126303
6080318|117722
178284|170356
6058456|455894
6135285|119863
6246936|138881
6080298|340099
6059434|129686
6080334|219487
6080306|491598
6080300|203886
6080314|254448
6080314|324767
6080320|491598
6080322|219487
6080298|149305
178284|183612
6135433|139543
6059434|164897
6080296|111567
6059432|128782
6080326|138473
6080296|220735
2262|262986
6080344|141231
6246941|107480
2262|506163
2262|145474
6080316|164870
6080298|111495
6080308|111567
6080334|170356
6080312|134108
178284|127428
6080304|244489
6080296|141016
6080316|244489
6079694|138089
6080322|220735
6080746|106728
6080296|462518
6080294|109870
6057429|130177
2262|244489
6249979|133410
6242298|241467
178284|126303
2262|108717
7985|133745
6080310|263600
6080298|269969
140598|225669
6080294|491598
2262|277204
6080294|134965
6080330|198618
6079688|203294
6080322|138162
6080320|127428
6080346|112612
6059434|111681
6080326|324767
6080318|267497
2262|135942
6080346|462518
6080298|106022
6080300|203926
6079694|130177
6249979|212926
6080338|138473
6167249|161347
6080338|115668
6080298|493658
6080296|170356
6080298|495593
6080308|127428
6080294|208719
6091050|263600
178284|128782
6058423|142201
6080344|106836
6091050|116135
6080298|352522
178284|445060
6080316|117711
6080302|169994
6080298|202103
6080746|165331
6059434|149457
6080296|142201
6080310|220735
10119|478438
6080298|115305
6080308|126884
6080296|233494
6059434|451955
6080312|203926
6025582|124291
6080344|491598
6197|134108
6079686|138089
6080302|164870
2262|138163
6080298|111681
6135433|108208
6080294|106728
178284|126884
6110823|212057
6059434|352522
6080330|117722
6080338|112190
6080346|445060
6080328|164870
6242298|171918
6080324|116135
6080298|150510
6080336|117722
6091048|138162
6059434|127210
6246951|185955
6080298|121250
6135433|465213
6080744|115668
6110823|241467
6080324|141231
6080312|431995
6080298|487193
6080316|127429
6080744|142201
6080316|108717
6080298|431995
6079688|212926
6080296|340065
6080294|141231
6080334|244489
9212|268168
6080346|131842
2295|212057
6080326|112190
6080296|134376
6058423|194086
2262|123559
6079690|124291
6080346|117379
6110823|107480
6080340|125899
6110831|241467
6135285|138243
6080298|143128
6059434|152411
178284|213812
6080346|176980
6110825|185955
6080294|226303
6091046|176980
2262|110518
6080344|117722
6080334|462518
6080314|152413
6080326|220735
6080312|134965
6080294|169994
6080300|445060
6080314|220735
178284|277204
6080312|109870
178284|314728
6079688|142906
6167249|112717
6059433|112612
6059434|187621
6340800|171391
6080298|119863
6079690|138881
6080314|170356
6249979|107480
6080324|134965
2262|134966
6079688|212057
6080296|117711
6080296|219487
7985|323005
6135433|116973
6080298|270819
6080316|431995
6059431|261603
6080346|164870
6110823|171918
6080744|127428
6080346|127429
6080312|226303
6080312|194086
6167249|129892
6080298|261603
6080312|126303
6080300|127428
6246941|241467
178284|124495
178284|127429
6080316|111681
6080344|152413
6091046|203886
6167249|183620
178284|127386
178284|531739
6080320|244489
6197|455894
6080296|321357
6080318|254448
6080312|112612
2295|130177
6080300|126884
6080326|219487
6080296|127429
6080294|187621
6025582|216378
9212|264945
6080312|491598
6080296|108717
6080296|198618
6080312|208719
6197|269969
6080298|117722
6079694|126019
6091050|164870
6080334|127429
6080300|126303
6080296|123559
6080306|254448
6080306|324767
6167249|493658
6080312|127428
6080298|491598
6080298|109870
6080306|152413
6080328|263600
6080318|138473
6080318|324767
6080746|269969
6080316|203886
6080330|112190
6059434|145474
6080296|138163
178284|169633
6080298|202774
6080744|126884
6249979|124291
6080340|111495
6080344|324767
6080330|203926
6080300|142201
6080326|111567
2295|138089
6080338|111567
6080298|138844
6080298|122004
6080326|138162
178284|209338
6080334|198618
6080344|254448
6079694|216378
6080312|141231
6059434|134966
6249979|138881
6080322|267497
6080326|126884
6080300|170356
6110825|130177
6110827|212057
6167249|200434
6167249|352522
6080336|106836
6079692|203294
6080746|263600
6080322|198618
6080346|244489
6080330|115668
6080314|340065
6080318|152413
6080744|111567
6080306|169994
178284|134966
178284|123559
6167249|121250
6080346|117711
6167249|115305
6080746|132763
6080744|138162
6080300|112612
6080744|112612
6080300|176980
6059433|127428
6294758|213812
6058423|478438
6080746|125899
6080302|220735
6080300|138162
178284|139543
6080340|111681
6080300|131842
178284|135942
6246951|216378
6080346|135942
6080298|141231
6080346|134966
6167249|125890
6059434|110518
6080346|506163
6080746|219487
178284|134376
6058423|134108
6080296|244489
6080312|176980
178284|262757
6080300|194086
6080746|111495
6092618|133745
6091046|150510
6246936|138089
174304|141016
6080300|111567
6080330|203886
2262|193160
6080300|462518
6080310|117722
6080300|141643
6246927|241467
6080346|123559
6080298|135426
6246931|130177
6080330|138473
6246951|126019
6080298|106836
178284|117711
6080324|226303
6080314|219487
6080338|127428
602144|169228
6080312|492846
6080298|488378
6080296|127386
6080338|170356
178284|108717
6080746|220735
6080316|116135
6080302|116135
178284|262986
56087|142451
6080300|141016
6080296|171313
6341406|270819
6080338|219487
6080746|116135
2262|152413
178284|142451
6080294|110518
6079686|142906
6110823|185955
178284|198043
6246951|133410
6080746|203886
6167249|186517
6091050|244489
6080294|117711
2262|169994
6080746|143128
178284|506163
6246941|171918
6080298|126438
6080304|115668
6110827|142906
6080346|233494
6080316|376741
55089|124495
6059433|141231
6080746|455894
6059436|117711
6080302|219487
6080326|340065
6080310|267497
6080318|112190
6091046|376741
6080322|117722
6080334|267497
6080334|117711
6080302|263600
6080338|112612
2262|187621
6080296|130420
6080298|117264
6080300|152411
6080338|126884
6059433|126884
6059436|106728
6058456|151477
6080344|138473
6080340|143128
2262|324767
6167249|451955
6079694|212926
6079694|171918
6110825|138089
178284|119863
6079686|130177
6048540|531739
6197|142201
6306712|267497
6080346|134376
6080300|143128
178284|164870
6080296|202774
6080336|141231
6080312|142201
178284|145474
6110827|107480
6059433|106836
6079686|212057
6091046|111681
178284|244489
6080746|149305
6080312|455894
178284|171313
178284|202774
6246951|212926
178284|117722
6080346|487193
6080308|244489
6080334|117722
6080326|170356
6080344|164870
2262|106728
6080310|106836
6080324|491598
6080346|130420
6091050|254448
178284|187629
6079694|241467
6167249|149457
6080310|141231
6080330|193160
178284|117379
6059436|164870
6080294|134966
6080334|106836
6080330|254448
6080298|127428
6246951|171918
6080298|226303
6080296|138844
6080746|134108
6080300|124170
6080298|194086
6080324|111567
6059431|124495
6080322|106836
6080298|208358
6135433|268168
6080746|376741
6080312|126884
6246951|241467
6080330|152413
6246941|138089
6246936|130177
6197|194086
6025582|126019
6080310|226303
2262|127427
6025582|203294
6079688|124291
6080304|138473
178284|130420
6080294|127429
178284|233494
6080312|111567
6080346|202774
6080294|127386
6080304|112190
6080746|202103
6080746|495593
6110827|138881
6080322|491598
6080346|187629
6080744|340065
6091046|143128
6080336|112612
6080336|491598
6080346|138844
2295|185955
178284|488378
178284|138844
178284|267497
6080298|142201
6080314|263600
6079688|138881
6091050|324767
6057429|124291
6080746|111681
6048540|138243
6058456|134108
6167207|142906
6080328|115668
6080334|488378
6080294|108717
6080298|134965
6059436|127429
6242298|133410
6080308|106836
6091048|203886
6091048|203926
6080346|117722
6080300|219487
6079692|133410
6079692|216378
6080334|138844
178284|117264
6080334|202774
6080300|125899
6110827|124291
6025582|212926
6080296|117264
6080312|340065
6080300|269969
6246941|185955
6110823|138089
6080338|220735
6080324|170356
6091046|106022
6080314|376741
2262|225669
6080300|127210
6091046|116135
2262|138473
2262|160823
6080326|263600
178284|138163
6091046|124170
6079692|126019
178284|138243
6080296|487193
6080308|267497
6079692|212926
6057429|138881
6080298|126303
6207078|208358
6080294|138163
6080346|108717
6080338|340065
6080304|152413
6080324|127428
6080294|123559
6080294|135942
6080306|164870
6091048|376741
6080318|164870
6167249|127210
6080324|126884
6167249|129686
6080300|220735
6080300|340065
6091050|169994
6059433|491598
6135432|262757
6080304|324767
6080308|198618
6080334|487193
6080294|198618
6110831|133410
2262|203926
6080326|116135
6091046|111495
178284|198618
6059434|125838
6080300|455894
6059432|183620
6059434|108297
6306712|198618
6340800|169633
6080316|203926
178284|273365
6080324|138162
6080340|376741
6080328|112190
6059436|135942
178284|321357
6080320|198618
6080340|203886
6080308|117722
6080316|225669
6080744|219487
6080312|138162
6059436|506163
6080342|138473
6080324|112612
6080298|128782
6025582|133410
6080312|219487
6080310|112612
6080298|462518
6080298|208719
6080344|244489
6080300|115305
