RegionID|EANHotelID
6080302|495593
6110831|203294
2262|125838
6080296|273365
178284|106836
6080746|431995
2262|138101
6080312|462518
6080312|220735
6080294|506163
6080298|141016
2262|147899
2262|254448
6110831|212926
6059432|493658
6080304|254448
6080294|134376
2262|115668
6080306|244489
174304|152411
178284|274450
6080298|141643
6080330|324767
6058423|149305
6080294|244489
6080298|323005
6058423|495593
6079688|107480
6091046|127210
6080296|267497
6080298|112612
6110825|142906
6080296|106836
6080312|170356
2262|108297
6080336|127428
6080294|117379
6080296|117722
6080300|129686
6091046|125899
6080298|445060
6080744|220735
6080744|170356
2262|112190
6092618|323005
6135433|264945
6091050|152413
6080298|492846
6080294|164870
2262|205981
6080298|145287
6080298|131842
6080298|176980
6080322|141231
178284|487193
6135432|213812
6080346|138163
6080310|491598
6080336|226303
6080296|488378
