AirportID|AirportCode|AirportName|Latitude|Longitude|MainCityID|CountryCode
6026520|BHV|Bahawalpur, Pakistan (BHV)|29.350838|71.711054||PK
6026522|BHY|Beihai, China (BHY)|21.540755|109.289846|576|CN
6026526|BID|Block Island, RI, United States (BID-Block Island State)|41.169500|-71.579510||US
6026528|BIE|Beatrice, NE, United States (BIE-Beatrice Municipal)|40.299650|-96.749730|6356|US
6026530|BIH|Bishop, CA, United States (BIH-Eastern Sierra Regional)|37.370410|-118.363870||US
6026532|BII|Bikini, Marshall Islands (BII)|11.525358|165.566711||MH
6026534|BIK|Biak, Indonesia (BIK-Frans Kaisiepo)|-1.192194|136.107165|582|ID
6026536|BIR|Biratnagar, Nepal (BIR)|26.483173|87.266808||NP
6026538|BIS|Bismarck, ND, United States (BIS-Bismarck Municipal)|46.775370|-100.757130|588|US
6026540|BIU|Bildudalur, Iceland (BIU)|65.645739|-23.542759|6358|IS
6026542|BIY|Bisho, South Africa (BIY)|-32.895858|27.287492|589|ZA
6026544|BJA|Bejaia, Algeria (BJA-Soumman)|36.715314|5.071215||DZ
6026546|BJD|Bakkafjordur, Iceland (BJD)|66.021942|-14.824444|591|IS
6026548|BJF|Batsfjord, Norway (BJF)|70.602320|29.694100||NO
6026550|BJI|Bemidji, MN, United States (BJI-Bemidji Regional)|47.506820|-94.933880|6059993|US
6026554|BJX|Leon, Guanajuato, Mexico (BJX-Del Bajio)|20.985561|-101.479192|6052458|MX
6026556|BJZ|Badajoz, Spain (BJZ-Talavera La Real)|38.894079|-6.819078|6055139|ES
6026558|BKB|Bikaner, India (BKB-Nal)|28.070920|73.212719|6366|IN
6026560|BKC|Buckland, AK, United States (BKC)|65.981000|-161.139000||US
6026562|BKE|Baker City, OR, United States (BKE)|44.834220|-117.809000||US
6026564|BKJ|Boke, Guinea (BKJ)|10.959698|-14.282129||GN
6026566|BKL|Cleveland, OH, United States (BKL-Burke Lakefront)|41.516720|-81.680340||US
6026568|BKM|Ba'Kelalan, Malaysia (BKM)|3.969580|115.613937||MY
6026570|BKO|Bamako, Mali (BKO-Senou Intl.)|12.541152|-7.946118|606|ML
6026572|BKQ|Blackall, QLD, Australia (BKQ)|-24.427927|145.434093||AU
6026576|BKW|Beckley, WV, United States (BKW-Raleigh County Memorial)|37.783690|-81.120830|6057097|US
6026578|BKX|Brookings, SD, United States (BKX-Brookings Regional)|44.307720|-96.812550|611|US
6026580|BKZ|Bukoba, Tanzania (BKZ)|-1.332357|31.821038||TZ
6026582|BLA|Barcelona, Venezuela (BLA-General Jose Antonio Anzoategui Intl.)|10.107903|-64.685913||VE
6026584|BLE|Borlange, Sweden (BLE-Dala)|60.429780|15.508010|6052761|SE
6026586|BLF|Bluefield, WV, United States (BLF-Mercer County)|37.291970|-81.209540|6056934|US
6026588|BLG|Belaga, Malaysia (BLG)|2.650707|113.768234||MY
6026590|BLH|Blythe, CA, United States (BLH)|33.613440|-114.713330||US
6026592|BLI|Bellingham, WA, United States (BLI-Bellingham Intl.)|48.796000|-122.533040|602922|US
6026594|BLK|Blackpool, England, UK (BLK-Blackpool Intl.)|53.776616|-3.044125|6046220|GB
6026596|BLM|Belmar, NJ, United States (BLM-Monmouth Executive)|40.180263|-74.121763||US
6026598|BLO|Blonduos, Iceland (BLO)|65.649008|-20.286940|6375|IS
6026600|BLT|Blackwater, QLD, Australia (BLT)|-23.602060|148.808784||AU
6026604|BMD|Belo, Madagascar (BMD)|-19.690806|44.543988||MG
6026606|BME|Broome, WA, Australia (BME-Broome Intl.)|-17.952280|122.234230|6130647|AU
6026610|BMK|Borkum, Germany (BMK)|53.598010|6.701130|6381|DE
6026612|BML|Berlin, NH, United States (BML-Berlin Municipal)|44.577041|-71.179358||US
6026614|BMM|Bitam, Gabon (BMM)|2.075638|11.493195||GA
6026618|BMV|Buon Ma Thuot, Vietnam (BMV)|12.666467|108.120918|634|VN
6026620|BMW|Bordj Badji Mokhtar, Algeria (BMW)|21.373336|.924495||DZ
6026630|BNG|Banning, CA, United States (BNG-Banning Municipal)|33.919080|-116.859320||US
6026632|BNI|Benin City, Nigeria (BNI)|6.317087|5.603748||NG
6026634|BNK|Ballina, NSW, Australia (BNK-Ballina - Byron Gateway)|-28.837155|153.556423|6138873|AU
6026636|BNN|Bronnoysund, Norway (BNN-Bronnoy)|65.462132|12.216249|644|NO
6026638|BNO|Burns, OR, United States (BNO-Burns Municipal)|43.586190|-118.955190|6054359|US
6026640|BNP|Bannu, Pakistan (BNP)|32.973474|70.519270||PK
6026642|BNS|Barinas, Venezuela (BNS)|8.616980|-70.222033||VE
6026644|BNT|Bundi, Papua New Guinea (BNT)|-5.742562|145.227757||PG
6026646|BNX|Banja Luka, Bosnia and Herzegovina (BNX-Banja Luka Intl.)|44.933624|17.303892|6389|BA
6026648|BNY|Bellona Island, Solomon Islands (BNY)|-11.302300|159.798000||SB
6026653|BOH|Bournemouth, England, UK (BOH-Bournemouth Intl.)|50.777640|-1.832485|6046198|GB
6026655|BOK|Brookings, OR, United States (BOK)|42.076250|-124.289990||US
6026659|BOX|Borroloola, NT, Australia (BOX)|-16.072043|136.306343||AU
6026661|BPC|Bamenda, Cameroon (BPC)|6.035597|10.120319||CM
6026663|BPH|Bislig, Philippines (BPH)|8.197048|126.325607||PH
6026665|BPS|Porto Seguro, Brazil (BPS)|-16.441070|-39.080846|666|BR
6026669|BPY|Besalampy, Madagascar (BPY)|-16.745629|44.480860||MG
6026671|BQD|Budardalur, Iceland (BQD)|65.075278|-21.800278|5886|IS
6026673|BQE|Bubaque, Guinea-Bissau (BQE)|11.303168|-15.839121||GW
6026675|BQH|London, England, UK (BQH-Biggin Hill)|51.331905|.028914||GB
6026677|BQK|Brunswick, GA, United States (BQK-Golden Isles)|31.254240|-81.469696|6023716|US
6026679|BQL|Boulia, QLD, Australia (BQL)|-22.912389|139.903679||AU
6026681|BQN|Aguadilla, Puerto Rico (BQN-Rafael Hernandez)|18.496182|-67.135760|180021|PR
6026683|BQT|Brest, Belarus (BQT)|52.111478|23.900159|6050772|BY
6026685|BRD|Brainerd, MN, United States (BRD-Brainerd Lakes Regional)|46.390770|-94.141690|6059985|US
6026687|BRI|Bari, Italy (BRI-Karol Wojtyla)|41.134229|16.763594|6050887|IT
6026689|BRK|Bourke, NSW, Australia (BRK)|-30.041607|145.951138||AU
6026691|BRM|Barquisimeto, Venezuela (BRM)|10.046318|-69.359584|683|VE
6026693|BRO|Brownsville, TX, United States (BRO-Brownsville-South Padre Island Intl.)|25.906320|-97.432040|6058982|US
6026695|BRP|Biaru, Papua New Guinea (BRP)|-8.335414|146.267681||PG
6026697|BRQ|Brno, Czech Republic (BRQ-Turany)|49.154740|16.691390|686|CZ
6026699|BRT|Bathurst Island, NT, Australia (BRT)|-11.769562|130.620918||AU
6026701|BRV|Bremerhaven, Germany (BRV-Bremerhaven Regional)|53.503120|8.571850|6410|DE
6026703|BRW|Barrow, AK, United States (BRW-Wiley Post-Will Rogers Memorial)|71.287900|-156.779000||US
6026705|BRX|Barahona, Dominican Republic (BRX-Maria Montez Intl.)|18.249287|-71.122751|6411|DO
6026707|BSA|Bossaso, Somalia (BSA-Bender Qassim Intl.)|11.279242|49.150335||SO
6026709|BSC|Bahia Solano, Colombia (BSC-Jose Celestino Mutis)|6.203069|-77.395610||CO
6026711|BSD|Baoshan, China (BSD)|25.054035|99.165669||CN
6026713|BSJ|Bairnsdale, VIC, Australia (BSJ)|-37.883254|147.566986|6419|AU
6026715|BSK|Biskra, Algeria (BSK-Ouakda)|34.791747|5.733432||DZ
6026717|BSO|Basco, Philippines (BSO)|20.448085|121.975880||PH
6026719|BSP|Bensbach, Papua New Guinea (BSP)|-9.046242|141.030807||PG
6026721|BSQ|Bisbee, AZ, United States (BSQ-Bisbee Municipal)|31.373650|-109.877720|6054720|US
6026727|BSY|Bardera, Somalia (BSY)|2.329184|42.311043||SO
6026729|BSZ|Bartletts, AK, United States (BSZ)|58.188400|-157.374000||US
6026731|BTA|Bertoua, Cameroon (BTA)|4.559171|13.721095||CM
6026733|BTH|Batam Batu Besar, Indonesia (BTH-Hang Nadim)|-1.123024|104.114768||ID
6026735|BTK|Bratsk, Russia (BTK)|56.365071|101.703126|706|RU
6026737|BTL|Battle Creek, MI, United States (BTL-W. K. Kellogg Regional)|42.317180|-85.248920|486|US
6026739|BTP|Butler, PA, United States (BTP-Butler County)|40.778510|-79.952830|6057626|US
6026741|BTT|Bettles, AK, United States (BTT)|66.917900|-151.515000||US
6026743|BTU|Bintulu, Malaysia (BTU)|3.169312|113.041763||MY
6026745|BTZ|Bursa, Turkey (BTZ)|40.230087|29.010995|6431|TR
6026747|BUC|Burketown, QLD, Australia (BUC)|-17.745907|139.538898||AU
6026751|BUL|Bulolo, Papua New Guinea (BUL)|-7.216372|146.650057||PG
6026753|BUO|Burao, Somalia (BUO)|9.524845|45.546325||SO
6026755|BUP|Bathinda, India (BUP)|30.260253|74.822044|6437|IN
6027011|CIH|Changzhi, China (CIH)|36.245936|113.122530||CN
6027013|CIJ|Cobija, Bolivia (CIJ-Capitan Anibal Arab)|-11.041208|-68.780161||BO
6027015|CIK|Chalkyitsik, AK, United States (CIK)|66.648200|-143.731000||US
6027017|CIL|Council, AK, United States (CIL)|64.896700|-163.695000||US
6027019|CIP|Chipata, Zambia (CIP)|-13.562891|32.589004||ZM
6027021|CIU|Sault Ste. Marie, MI, United States (CIU-Chippewa County Intl.)|46.250700|-84.454870|3276|US
6027023|CIX|Chiclayo, Peru (CIX-Capitan FAP Jose A. Auinones Gonzales Intl.)|-6.777277|-79.829737|844|PE
6027025|CJA|Cajamarca, Peru (CJA-Major General FAP Armando Revoredo Iglesias)|-7.143104|-78.490125|845|PE
6027027|CJB|Coimbatore, India (CJB)|11.028483|77.041454|6053323|IN
6027029|CJC|Calama, Chile (CJC)|-22.495100|-68.908600|500224|CL
6027031|CJH|Chilko Lake, BC, Canada (CJH)|51.623824|-124.144997||CA
6027033|CJL|Chitral, Pakistan (CJL)|35.881542|71.798792||PK
6027035|CJN|El Cajon, CA, United States (CJN-Gillespie Field)|32.825500|-116.975000||US
6027037|CKB|Clarksburg, WV, United States (CKB-North Central West Virginia)|39.298810|-80.224030|7041|US
6027039|CKD|Crooked Creek, AK, United States (CKD)|61.868310|-158.134620||US
6027041|CKS|Carajas, Brazil (CKS)|-6.115278|-50.001361||BR
6027043|CKV|Clarksville, TN, United States (CKV-Outlaw Field)|36.621690|-87.419680||US
6027045|CKX|Chicken, AK, United States (CKX)|64.067100|-141.949000||US
6027047|CKZ|Canakkale, Turkey (CKZ)|40.138300|26.425194|857|TR
6027049|CLD|Carlsbad, CA, United States (CLD-McClellan-Palomar)|33.125750|-117.275840|6056550|US
6027051|CLJ|Cluj-Napoca, Romania (CLJ)|46.782278|23.686939|860|RO
6027053|CLK|Clinton, OK, United States (CLK-Clinton Municipal)|35.538740|-98.936580||US
6027055|CLL|College Station, TX, United States (CLL-Easterwood)|30.593730|-96.366590|861|US
6027057|CLM|Port Angeles, WA, United States (CLM-William R. Fairchild Intl.)|48.115360|-123.495010|6025653|US
6027059|CLP|Clarks Point, AK, United States (CLP)|58.837200|-158.527000||US
6027061|CLQ|Colima, Colima, Mexico (CLQ-Licenciado Miguel de la Madrid)|19.280775|-103.577388|865|MX
6027063|CMA|Cunnamulla, QLD, Australia (CMA)|-28.033349|145.625153||AU
6027065|CMD|Cootamundra, NSW, Australia (CMD)|-34.628829|148.034420||AU
6027067|CME|Ciudad Del Carmen, Campeche, Mexico (CME-Ciudad del Carmen Intl.)|18.650946|-91.802724|871|MX
6027069|CMF|Chambery, France (CMF-Chambery - Savoie)|45.637810|5.883980|872|FR
6027071|CMG|Corumba, Brazil (CMG-Corumba Intl.)|-19.014342|-57.663915||BR
6027075|CMQ|Clermont, QLD, Australia (CMQ)|-22.776815|147.623463||AU
6027077|CMR|Colmar, France (CMR-Houssen)|48.109940|7.362530|6644|FR
6027079|CMU|Kundiawa, Papua New Guinea (CMU-Chimbu)|-6.024824|144.969406||PG
6027083|CNB|Coonamble, NSW, Australia (CNB)|-30.975549|148.380318||AU
6027085|CNC|Coconut Island, QLD, Australia (CNC)|-10.050670|143.073235||AU
6027087|CND|Constanta, Romania (CND-Mihail Kogalniceanu)|44.349511|28.482095|883|RO
6027089|CNE|Canon City, CO, United States (CNE-Fremont County)|38.431648|-105.103616|6649|US
6027091|CNJ|Cloncurry, QLD, Australia (CNJ)|-20.668766|140.507927||AU
6027093|CNL|Sindal, Denmark (CNL)|57.504440|10.224110|885|DK
6027095|CNM|Carlsbad, NM, United States (CNM-Cavern City Air Terminal)|32.347040|-104.251320|886|US
6027097|CNO|Chino, CA, United States (CNO)|33.968500|-117.653000|603225|US
6027099|CNP|Jameson Land, Greenland (CNP-Nerlerit Inaat)|70.742675|-22.646303||GL
6027101|CNQ|Corrientes, Argentina (CNQ-Corrientes Intl.)|-27.449230|-58.758488|888|AR
6027103|CNY|Moab, UT, United States (CNY-Canyonlands Field)|38.761280|-109.744760|891|US
6027105|COC|Concordia, Argentina (COC)|-31.302711|-58.002251|6058340|AR
6027107|COD|Cody, WY, United States (COD-Yellowstone Regional)|44.513280|-109.030740|893|US
6027109|COE|Coeur d'Alene, ID, United States of America (COE)|47.768950|-116.817250|6034019|US
6027113|COJ|Coonabarabran, NSW, Australia (COJ)|-31.332525|149.269352||AU
6027117|CON|Concord, NH, United States (CON-Concord Municipal)|43.206067|-71.509602||US
6027119|COO|Cotonou, Benin (COO-Cadjehoun)|6.353459|2.385164|898|BJ
6027121|COV|Covilha, Portugal (COV)|40.265717|-7.481525|6657|PT
6027125|CPC|San Martin de los Andes, Argentina (CPC-Aviador Carlos Campos)|-40.081342|-71.143285|6131563|AR
6027127|CPD|Coober Pedy, SA, Australia (CPD)|-29.036060|134.723969||AU
6027129|CPE|Campeche, Campeche, Mexico (CPE-Ing. Alberto Acuna Ongay Intl.)|19.814041|-90.504107|6052609|MX
6027131|CPM|Compton, CA, United States (CPM-Compton - Woodley)|33.888360|-118.249620||US
6027133|CPN|Cape Rodney, Papua New Guinea (CPN)|-10.180288|148.379030||PG
6027135|CPO|Copiapo, Chile (CPO)|-27.298900|-70.414400|907|CL
6027137|CPQ|Campinas, Brazil (CPQ-Viracopos - Campinas Intl.)|-23.009917|-47.141697|6053237|BR
6027139|CPS|St. Louis, MO, United States (CPS-St. Louis Downtown)|38.576300|-90.157190||US
6000166|CPT|Cape Town, South Africa (CPT-Cape Town Intl.)|-33.971279|18.596875|6051468|ZA
6027142|CPV|Campina Grande, Brazil (CPV-Presidente Vargas)|-7.268661|-35.893919|911|BR
6027144|CPX|Culebra, Puerto Rico (CPX-Benjamin Rivera Noriega)|18.311415|-65.303592|912|PR
6027146|CRA|Craiova, Romania (CRA)|44.312397|23.886515|6669|RO
6027148|CRD|Comodoro Rivadavia, Argentina (CRD-General Enrique Mosconi Intl.)|-45.790268|-67.468480|913|AR
6027150|CRG|Jacksonville, FL, United States (CRG-Craig Municipal)|30.336320|-81.515600||US
6027152|CRI|Colonel Hill, Bahamas (CRI)|22.746950|-74.177066||BS
6027154|CRL|Brussels, Belgium (CRL-Brussels South Charleroi)|50.457970|4.454410|690|BE
6027156|CRM|Catarman, Philippines (CRM-National)|12.500102|124.634571||PH
6027158|CRP|Corpus Christi, TX, United States (CRP-Corpus Christi Intl.)|27.774760|-97.502510|915|US
6027160|CRV|Crotone, Italy (CRV-Sant'Anna)|38.994904|17.077166|6674|IT
6027162|CRX|Corinth, MS, United States (CRX-Roscoe Turner Field)|34.914230|-88.601180||US
6027164|CRZ|Turkmenabat, Turkmenistan (CRZ)|39.094497|63.000250||TM
6027166|CSB|Caransebes, Romania (CSB)|45.418596|22.239299||RO
6027170|CSI|Casino, NSW, Australia (CSI)|-28.876396|153.050365||AU
6027172|CSM|Clinton, OK, United States (CSM-Clinton-Sherman Industrial)|35.351080|-99.196160||US
6027174|CSN|Carson City, NV, United States (CSN)|39.191040|-119.737800|6054194|US
6027176|CST|Castaway Island, Fiji (CST-Castaway Island Seaplane Base - Heliport)|-17.733808|177.127934|6052598|FJ
6027178|CSV|Crossville, TN, United States (CSV-Crossville Memorial)|35.954240|-85.083550|6059800|US
6027180|CSX|Changsha, China (CSX-Huanghua Intl.)|28.196414|113.214197|922|CN
6049241|CTA|Catania, Italy (CTA-Fontanarossa)|37.470244|15.065846|6052974|IT
6027184|CTC|Catamarca, Argentina (CTC-Coronel Felipe Varela Intl.)|-28.592433|-65.755238|925|AR
6027186|CTH|Coatesville, PA, United States (CTH-Chester County G. O. Carlson)|39.980000|-75.862930||US
6027188|CTL|Charleville, QLD, Australia (CTL)|-26.412627|146.258755||AU
6027190|CTM|Chetumal, Quintana Roo, Mexico (CTM-Chetumal Intl.)|18.506667|-88.324365|6050872|MX
6027192|CTN|Cooktown, QLD, Australia (CTN)|-15.447227|145.186386||AU
6027194|CTU|Chengdu, China (CTU-Shuangliu Intl.)|30.583100|103.955297|930|CN
6027196|CTW|Cottonwood, AZ, United States (CTW)|34.735650|-112.034510|6054771|US
6027198|CUC|Cucuta, Colombia (CUC-Camilo Daza Intl.)|7.927105|-72.508155|931|CO
6027200|CUD|Caloundra, QLD, Australia (CUD)|-26.798294|153.110018|180069|AU
6027202|CUE|Cuenca, Ecuador (CUE-Mariscal Lamar)|-2.891428|-78.986283|932|EC
6027204|CUF|Cuneo, Italy (CUF-Levaldigi)|44.547432|7.618458|6696|IT
6027206|CUG|Cudal, NSW, Australia (CUG)|-33.278162|148.763638||AU
6027208|CUL|Culiacan, Sinaloa, Mexico (CUL-Federal Bachigualato Intl.)|24.766622|-107.469565|933|MX
6027210|CUM|Cumana, Venezuela (CUM-Antonio Jose de Sucre)|10.452771|-64.133513|934|VE
6027212|CUP|Carupano, Venezuela (CUP-General Jose Francisco Bermudez)|10.658276|-63.260866||VE
6027214|CUQ|Coen, QLD, Australia (CUQ)|-13.765563|143.119583||AU
6027216|CUU|Chihuahua, Chihuahua, Mexico (CUU-General Roberto Fierro Villalobos Intl.)|28.704126|-105.969350|939|MX
6027218|CUY|Cue, WA, Australia (CUY)|-27.447201|117.916946||AU
6027220|CVC|Cleve, SA, Australia (CVC)|-33.708919|136.501522||AU
6027222|CVF|Courchevel, France (CVF)|45.395710|6.634830||FR
6027224|CVJ|Cuernavaca, Morelos, Mexico (CVJ-General Mariano Matamoros)|18.831500|-99.261116|944|MX
6027226|CVL|Cape Vogel, Papua New Guinea (CVL)|-9.708380|150.036850||PG
6027228|CVM|Ciudad Victoria, Tamaulipas, Mexico (CVM-General Pedro Jose Mendez Intl.)|23.711140|-98.956405|946|MX
6027230|CVN|Clovis, NM, United States (CVN-Clovis Municipal)|34.427020|-103.082740|947|US
6027232|CVO|Corvallis, OR, United States (CVO-Corvallis Municipal)|44.504020|-123.286980|6054606|US
6027234|CVQ|Carnarvon, WA, Australia (CVQ)|-24.883789|113.665409||AU
6027236|CVT|Coventry, England, UK (CVT)|52.367221|-1.490182||GB
6027238|CWA|Wausau, WI, United States (CWA-Central Wisconsin)|44.784360|-89.672090|6059699|US
6027240|CWB|Curitiba, Brazil (CWB-Afonso Pena Intl.)|-25.536199|-49.173991|951|BR
6027242|CWI|Clinton, IA, United States (CWI-Clinton Municipal)|41.826200|-90.330310||US
6027244|CWR|Cowarie, SA, Australia (CWR)|-27.705111|138.324394||AU
6027246|CWS|Center Island, WA, United States (CWS)|48.488210|-122.831440||US
6027248|CWT|Cowra, NSW, Australia (CWT)|-33.845612|148.651028|955|AU
6027250|CWW|Corowa, NSW, Australia (CWW)|-35.989396|146.356602||AU
6027252|CXH|Vancouver, BC, Canada (CXH-Harbour Water)|49.288860|-123.118440||CA
6027254|CXJ|Caxias do Sul, Brazil (CXJ-Aeroporto Hugo Cantergiani)|-29.194743|-51.187247|957|BR
6027256|CXL|Calexico, CA, United States (CXL)|32.670632|-115.511760|1620|US
6027258|CXT|Charters Towers, QLD, Australia (CXT)|-20.044966|146.276093||AU
6027260|CXY|Cat Cay, Bahamas (CXY)|24.314091|-75.459490||BS
6027262|CYB|West End, Cayman Islands (CYB-Gerrard Smith Intl.)|19.690165|-79.879446|959|KY
6027264|CYC|Caye Chapel, Belize (CYC)|17.676160|-88.022740|960|BZ
6027266|CYF|Chefornak, AK, United States (CYF)|60.150600|-164.285000||US
6027268|CYG|Corryong, VIC, Australia (CYG)|-36.184165|147.893486||AU
6027270|CYI|Chiayi, Taiwan (CYI)|23.451908|120.399427|962|TW
6027274|CYZ|Cauayan, Philippines (CYZ)|16.924300|121.760445||PH
6027276|CZA|Chichen Itza, Yucatan, Mexico (CZA-Chichen Itza Intl.)|20.688984|-88.566386|6063022|MX
6027278|CZE|Coro, Venezuela (CZE-Jose Leonardo Chirinos)|11.413609|-69.679510||VE
6027280|CZM|Cozumel, Quintana Roo, Mexico (CZM-Cozumel Intl.)|20.511144|-86.930515|180033|MX
6027282|CZN|Chisana, AK, United States (CZN)|62.066700|-142.043000||US
6027284|CZS|Cruzeiro do Sul, Brazil (CZS-Cruzeiro do Sul Intl.)|-7.596490|-72.773613||BR
6027286|CZW|Czestochowa, Poland (CZW)|50.889640|19.201533|6726|PL
6027288|CZX|Changzhou, China (CZX)|31.913993|119.780674|971|CN
6027290|DAD|Da Nang, Vietnam (DAD-Da Nang Intl.)|16.052412|108.201771|6034264|VN
6027292|DAG|Barstow, CA, United States (DAG-Barstow-Daggett)|34.861040|-116.788790|6055928|US
6027296|DAJ|Dauan Island, QLD, Australia (DAJ)|-9.415194|142.540741||AU
6046679|DAL|Dallas, TX, United States (DAL-Love Field)|32.843890|-96.849750|1000|US
6030303|MSV|Monticello, NY, United States (MSV-Sullivan County Intl.)|41.618467|-74.701261|8823|US
6030305|MSW|Massawa, Eritrea (MSW)|15.675437|39.368669||ER
6030307|MSX|Mossendjo, Republic of the Congo (MSX)|-2.949989|12.733310||CG
6030309|MSZ|Namibe, Angola (MSZ)|-15.257535|12.150605||AO
6030313|MTH|Marathon, FL, United States (MTH)|24.724350|-81.051840||US
6058275|MTJ|Montrose, CO, United States (MTJ-Montrose Regional)|38.500305|-107.899572|180056|US
6030319|MTL|Maitland, NSW, Australia (MTL)|-32.704256|151.489062|6034269|AU
6030321|MTN|Baltimore, MD, United States (MTN-Martin State)|39.329126|-76.421220||US
6030323|MTO|Mattoon, IL, United States (MTO-Coles County Memorial)|39.483080|-88.283260|7822|US
6030325|MTQ|Mitchell, QLD, Australia (MTQ)|-26.489011|147.943783||AU
6030327|MTR|Monteria, Colombia (MTR-Los Garzones)|8.825052|-75.823901||CO
6030329|MTT|Minatitlan, Veracruz, Mexico (MTT-Coatzacoalcos National)|18.102259|-94.576752|6141362|MX
6030331|MTW|Manitowoc, WI, United States (MTW-Manitowoc County)|44.127620|-87.684880|6059814|US
6030333|MTX|Fairbanks, AK, United States (MTX-Metro Field)|64.807700|-147.764000|1190|US
6030335|MTZ|Masada, Israel (MTZ-Bar Yehuda)|31.325454|35.387377|2449|IL
6030337|MUB|Maun, Botswana (MUB)|-19.975657|23.428181|2451|BW
6030341|MUN|Maturin, Venezuela (MUN)|9.748892|-63.153342|2455|VE
6030343|MUR|Marudi, Malaysia (MUR)|4.177792|114.331627||MY
6030345|MUX|Multan, Pakistan (MUX-Multan Intl.)|30.193784|71.425973|2458|PK
6030347|MUZ|Musoma, Tanzania (MUZ)|-1.509238|33.801370||TZ
6030349|MVA|Myvatn, Iceland (MVA)|65.653882|-16.919390|8842|IS
6030351|MVB|Franceville, Gabon (MVB-Mvengue Intl.)|-1.653485|13.436146||GA
6030355|MVK|Mulka, SA, Australia (MVK)|-28.651223|138.654156||AU
6030357|MVL|Stowe, VT, United States (MVL-Morrisville-Stowe State)|44.537430|-72.615900|6057386|US
6030359|MVM|Kayenta, AZ, United States (MVM)|36.708090|-110.245480||US
6030361|MVN|Mount Vernon, IL, United States (MVN-Mount Vernon Outland)|38.321770|-88.854310||US
6030363|MVQ|Mogilev, Belarus (MVQ)|53.958021|30.096689||BY
6030365|MVR|Maroua, Cameroon (MVR-Salak)|10.457692|14.255626||CM
6030367|MVT|Mataiva, French Polynesia (MVT)|-14.869805|-148.710251||PF
6030369|MVW|Mount Vernon, WA, United States (MVW-Skagit Regional)|48.471740|-122.413600||US
6030371|MVX|Minvoul, Gabon (MVX)|2.150005|12.133313||GA
6030373|MVZ|Masvingo, Zimbabwe (MVZ)|-20.061803|30.860459|2468|ZW
6030375|MWA|Marion, IL, United States (MWA-Williamson County Regional)|37.746720|-89.010610|2248|US
6030377|MWB|Morawa, WA, Australia (MWB)|-29.204469|116.022663||AU
6030379|MWC|Milwaukee, WI, United States (MWC-Lawrence J. Timmerman)|43.115640|-88.032550||US
6030381|MWD|Mianwali, Pakistan (MWD)|32.558342|71.552183||PK
6030385|MWF|Naone, Vanuatu (MWF)|-14.993800|168.078000||VU
6030387|MWH|Moses Lake, WA, United States (MWH-Grant County Intl.)|47.190150|-119.323510|6054409|US
6030389|MWI|Maramuni, Papua New Guinea (MWI)|-5.129671|143.484192||PG
6030393|MWT|Moolawatana, SA, Australia (MWT)|-29.904800|139.765491||AU
6030395|MWY|Miranda Downs, QLD, Australia (MWY)|-17.328190|141.883106||AU
6030397|MWZ|Mwanza, Tanzania (MWZ)|-2.441005|32.923315|2475|TZ
6030399|MXC|Monticello, UT, United States (MXC-San Juan County)|37.937340|-109.346140||US
6030401|9B1|Marlborough, MA, United States (9B1-Marlboro)|42.343736|-71.511922|6023336|US
6030403|MXH|Moro, Papua New Guinea (MXH)|-5.795252|149.319134||PG
6030405|MXJ|Minna, Nigeria (MXJ)|9.659565|6.466722||NG
6030407|MXK|Mindik, Papua New Guinea (MXK)|-6.471221|147.441158||PG
6030409|MXL|Mexicali, Baja California Norte, Mexico (MXL-General Rodolfo Sanchez Taboada Intl.)|32.628340|-115.248139|2478|MX
6030411|MXM|Morombe, Madagascar (MXM)|-21.750529|43.374642||MG
6030413|MXN|Morlaix, France (MXN-Ploujean)|48.599730|-3.816580|8871|FR
6030415|MXT|Maintirano, Madagascar (MXT)|-18.051896|44.033212||MG
6030417|MXX|Mora, Sweden (MXX-Siljan)|60.958084|14.505064|6052761|SE
6030419|MXZ|Meizhou, China (MXZ)|24.267232|116.104546|6050128|CN
6030421|MYA|Moruya, NSW, Australia (MYA)|-35.902400|150.147400||AU
6030423|MYB|Mayoumba, Gabon (MYB)|-3.461793|10.676532||GA
6030425|MYD|Malindi, Kenya (MYD)|-3.230453|40.100476|2486|KE
6030427|MYF|San Diego, CA, United States (MYF-Montgomery Field)|32.810460|-117.141900||US
6030429|MYI|Murray Island, QLD, Australia (MYI)|-9.920662|144.065266||AU
6030431|MYJ|Matsuyama, Japan (MYJ)|33.828893|132.704265|2489|JP
6027300|DAN|Danville, VA, United States (DAN-Danville Regional)|36.575541|-79.339721||US
6027302|DAT|Datong, China (DAT)|40.057184|113.486109|979|CN
6027304|DAX|Dazhou, China (DAX)|31.132093|107.427063||CN
6027306|DBA|Dalbandin, Pakistan (DBA)|28.874719|64.403114||PK
6027308|DBD|Dhanbad, India (DBD)|23.835287|86.431160||IN
6027310|DBM|Debra Marcos, Ethiopia (DBM)|10.326241|37.739063||ET
6027312|DBO|Dubbo, NSW, Australia (DBO)|-32.218610|148.569489||AU
6027314|DBQ|Dubuque, IA, United States (DBQ-Dubuque Regional)|42.404360|-90.703120|7956|US
6027316|DBY|Dalby, QLD, Australia (DBY)|-27.164710|151.266460|6047655|AU
6027318|DCF|Roseau, Dominica (DCF-Canefield)|15.339005|-61.391208|1050|DM
6027320|DCM|Castres, France (DCM-Mazamet)|43.553690|2.288780|988|FR
