RegionID|RegionType|RelativeSignificance|SubClass|RegionName|RegionNameLong|ParentRegionID|ParentRegionType|ParentRegionName|ParentRegionNameLong
6313211|City||regional|Fagnano Lake|Fagnano Lake, Argentina|6208785|Multi-Region (within a country)|Tierra del Fuego (province)|Tierra del Fuego (province), Argentina
6229945|City|||Isla de Cerrito|Isla de Cerrito, Argentina|6208822|Multi-Region (within a country)|Greater Chaco Region|Greater Chaco Region, Argentina
938|City|||Cutral|Cutral, Argentina|6226759|Multi-Region (within a country)|Comahue|Comahue, Argentina
1501|City|||Chos Malal|Chos Malal, Argentina|6226759|Multi-Region (within a country)|Comahue|Comahue, Argentina
2643|City|||San Antonio Oeste|San Antonio Oeste, Argentina|6226759|Multi-Region (within a country)|Comahue|Comahue, Argentina
2965|City|||Rincon de los Sauces|Rincon de los Sauces, Argentina|6226759|Multi-Region (within a country)|Comahue|Comahue, Argentina
3691|City|||Viedma|Viedma, Argentina|6226759|Multi-Region (within a country)|Comahue|Comahue, Argentina
178071|City|||Boca|Boca, Argentina|6226759|Multi-Region (within a country)|Comahue|Comahue, Argentina
6052079|City|||Villa Pehuenia|Villa Pehuenia, Argentina|6226759|Multi-Region (within a country)|Comahue|Comahue, Argentina
6130808|City|||Zapala|Zapala, Argentina|6226759|Multi-Region (within a country)|Comahue|Comahue, Argentina
6140821|City|||Caviahue|Caviahue, Argentina|6226759|Multi-Region (within a country)|Comahue|Comahue, Argentina
6142310|City|||El Bolson|El Bolson, Argentina|6226759|Multi-Region (within a country)|Comahue|Comahue, Argentina
6264981|City|||Ingeniero Jacobacci|Ingeniero Jacobacci, Argentina|6226759|Multi-Region (within a country)|Comahue|Comahue, Argentina
6308688|City|||Colonia Catriel|Colonia Catriel, Argentina|6226759|Multi-Region (within a country)|Comahue|Comahue, Argentina
6130809|City|||Junin de los Andes|Junin de los Andes, Argentina|903|Multi-City (Vicinity)|San Martin de los Andes (and vicinity)|San Martin de los Andes (and vicinity), Argentina
6131378|City|||Laguna Carilafquen|Laguna Carilafquen, Argentina|903|Multi-City (Vicinity)|San Martin de los Andes (and vicinity)|San Martin de los Andes (and vicinity), Argentina
6131563|City|||San Martin de los Andes|San Martin de los Andes, Argentina|903|Multi-City (Vicinity)|San Martin de los Andes (and vicinity)|San Martin de los Andes (and vicinity), Argentina
6266467|City|||Meliquina|Meliquina, Argentina|903|Multi-City (Vicinity)|San Martin de los Andes (and vicinity)|San Martin de los Andes (and vicinity), Argentina
6144364|City|||Miramar|Miramar, Argentina|2252|Multi-City (Vicinity)|Mar del Plata (and vicinity)|Mar del Plata (and vicinity), Argentina
6211294|City|||Mar del Plata|Mar del Plata, Argentina|2252|Multi-City (Vicinity)|Mar del Plata (and vicinity)|Mar del Plata (and vicinity), Argentina
6281972|City||neighbor|Punta Mogotes|Punta Mogotes, Mar del Plata, Argentina|2252|Multi-City (Vicinity)|Mar del Plata (and vicinity)|Mar del Plata (and vicinity), Argentina
6281980|City||tree|Peralta Ramos Woods|Peralta Ramos Woods, Mar del Plata, Argentina|2252|Multi-City (Vicinity)|Mar del Plata (and vicinity)|Mar del Plata (and vicinity), Argentina
6295613|City|||Balcarce|Balcarce, Argentina|2252|Multi-City (Vicinity)|Mar del Plata (and vicinity)|Mar del Plata (and vicinity), Argentina
6295617|City|||Sierra de los Padres|Sierra de los Padres, Argentina|2252|Multi-City (Vicinity)|Mar del Plata (and vicinity)|Mar del Plata (and vicinity), Argentina
6295619|City|||Colonia Chapadmalal|Colonia Chapadmalal, Argentina|2252|Multi-City (Vicinity)|Mar del Plata (and vicinity)|Mar del Plata (and vicinity), Argentina
6311501|City||shopping|Martin Miguel de Guemes|Martin Miguel de Guemes, Mar del Plata, Argentina|2252|Multi-City (Vicinity)|Mar del Plata (and vicinity)|Mar del Plata (and vicinity), Argentina
6316530|City||neighbor|Alem Street|Alem Street, Mar del Plata, Argentina|2252|Multi-City (Vicinity)|Mar del Plata (and vicinity)|Mar del Plata (and vicinity), Argentina
6323743|City|||Laguna Brava|Laguna Brava, Argentina|2252|Multi-City (Vicinity)|Mar del Plata (and vicinity)|Mar del Plata (and vicinity), Argentina
716|City|||Buenos Aires|Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178067|City|||Avellaneda|Avellaneda, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178068|City|||Banfield|Banfield, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178070|City|||Berazategui|Berazategui, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178072|City|||Caseros|Caseros, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178073|City|||Florencio Varela|Florencio Varela, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178074|City|||General San Martin|General San Martin, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178075|City|||Hurlingham|Hurlingham, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178077|City|||Lanus|Lanus, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178078|City|||Lomas de Zamora|Lomas de Zamora, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178079|City|||Moron|Moron, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178080|City|||Quilmes|Quilmes, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178081|City|||San Fernando|San Fernando, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178082|City|||San Isidro|San Isidro, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178083|City|||Vicente Lopez|Vicente Lopez, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178085|City|||Tigre|Tigre, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178087|City|||Almirante Brown|Almirante Brown, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
178374|City|||San Justo|San Justo, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6060876|City||shopping|Florida Street|Florida Street, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6125145|City|||Don Torcuato|Don Torcuato, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6132120|City|||Monte Grande|Monte Grande, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6144399|City|||Ezeiza|Ezeiza, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6144978|City|||Gonzalez Catan|Gonzalez Catan, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6145348|City|||Paso del Rey|Paso del Rey, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6159346|City||neighbor|Montserrat|Montserrat, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6159347|City||neighbor|Palermo Soho|Palermo Soho, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6159363|City||neighbor|Boedo|Boedo, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6159367|City|||Belen de Escobar|Belen de Escobar, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6159368|City||neighbor|Victoria|Victoria, San Fernando, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6159369|City||neighbor|Acassuso|Acassuso, San Isidro, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6159370|City|||Bernal|Bernal, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6159398|City||neighbor|Barrio Norte|Barrio Norte, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6159639|City||shopping|Santa Fe Avenue|Santa Fe Avenue, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6182096|City||neighbor|9 de Julio Avenue|9 de Julio Avenue, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6182238|City||neighbor|Palermo Hollywood|Palermo Hollywood, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6182245|City||neighbor|Las Canitas|Las Canitas, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6200143|City||shopping|Lavalle Street|Lavalle Street, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6200146|City||shopping|San Telmo Antique Fair|San Telmo Antique Fair, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6202174|City|||Parana Delta|Parana Delta, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6210327|City||neighbor|Alem Street|Alem Street, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6225607|City||neighbor|Old Palermo|Old Palermo, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6225858|City||neighbor|Avenida Corrientes|Avenida Corrientes, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6225898|City|||Martinez|Martinez, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6225899|City|||Olivos|Olivos, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6225903|City||neighbor|Beccar|Beccar, San Isidro, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6225907|City|||Glew|Glew, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6229991|City|||Merlo|Merlo, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6230011|City|||Ciudad Evita|Ciudad Evita, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6232394|City|||Florida|Florida, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6245199|City|||Boulogne|Boulogne, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6263131|City|||Moreno|Moreno, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6263138|City|||Esteban Echeverria|Esteban Echeverria, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6263151|City|||Dock Sud|Dock Sud, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6270369|City||neighbor|La Boca|La Boca, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6306290|City|||Tristan Suarez|Tristan Suarez, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6325614|City||neighbor|Chinatown|Chinatown, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6336189|City|||Guillermo Hudson|Guillermo Hudson, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6339259|City||neighbor|San Cristobal|San Cristobal, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6339347|City||tree|Palermo Woods|Palermo Woods, Buenos Aires, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
6348220|City|||Spegazzini|Spegazzini, Argentina|178242|Multi-City (Vicinity)|Buenos Aires (and vicinity)|Buenos Aires (and vicinity), Argentina
2973|City|||Trelew|Trelew, Argentina|500751|Multi-City (Vicinity)|Puerto Madryn (and vicinity)|Puerto Madryn (and vicinity), Argentina
6143673|City|||Punta Delgada|Punta Delgada, Argentina|500751|Multi-City (Vicinity)|Puerto Madryn (and vicinity)|Puerto Madryn (and vicinity), Argentina
6201039|City|||Rawson|Rawson, Argentina|500751|Multi-City (Vicinity)|Puerto Madryn (and vicinity)|Puerto Madryn (and vicinity), Argentina
6201042|City|||Puerto Piramides|Puerto Piramides, Argentina|500751|Multi-City (Vicinity)|Puerto Madryn (and vicinity)|Puerto Madryn (and vicinity), Argentina
6211318|City|||Puerto Madryn|Puerto Madryn, Argentina|500751|Multi-City (Vicinity)|Puerto Madryn (and vicinity)|Puerto Madryn (and vicinity), Argentina
6130869|City|||Perito Moreno|Perito Moreno, Argentina|6023812|Multi-City (Vicinity)|El Calafate (and vicinity)|El Calafate (and vicinity), Argentina
6154694|City|||El Calafate|El Calafate, Argentina|6023812|Multi-City (Vicinity)|El Calafate (and vicinity)|El Calafate (and vicinity), Argentina
6171970|City||tree|Perito Moreno Glacier|Perito Moreno Glacier, El Calafate, Argentina|6023812|Multi-City (Vicinity)|El Calafate (and vicinity)|El Calafate (and vicinity), Argentina
6210932|City||tree|Lake Argentino|Lake Argentino, El Calafate, Argentina|6023812|Multi-City (Vicinity)|El Calafate (and vicinity)|El Calafate (and vicinity), Argentina
6297022|City||tree|Bahia Redonda|Bahia Redonda, El Calafate, Argentina|6023812|Multi-City (Vicinity)|El Calafate (and vicinity)|El Calafate (and vicinity), Argentina
6297025|City||tree|Lago Rico|Lago Rico, El Calafate, Argentina|6023812|Multi-City (Vicinity)|El Calafate (and vicinity)|El Calafate (and vicinity), Argentina
6297036|City||neighbor|Puerto Punta Bandera|Puerto Punta Bandera, El Calafate, Argentina|6023812|Multi-City (Vicinity)|El Calafate (and vicinity)|El Calafate (and vicinity), Argentina
6297088|City||tree|Cerro Frias|Cerro Frias, El Calafate, Argentina|6023812|Multi-City (Vicinity)|El Calafate (and vicinity)|El Calafate (and vicinity), Argentina
6297310|City||tree|Bahia Tranquila|Bahia Tranquila, El Calafate, Argentina|6023812|Multi-City (Vicinity)|El Calafate (and vicinity)|El Calafate (and vicinity), Argentina
6297315|City||tree|Canal Upsala|Canal Upsala, El Calafate, Argentina|6023812|Multi-City (Vicinity)|El Calafate (and vicinity)|El Calafate (and vicinity), Argentina
6297322|City||tree|Canal Spegazzinni|Canal Spegazzinni, El Calafate, Argentina|6023812|Multi-City (Vicinity)|El Calafate (and vicinity)|El Calafate (and vicinity), Argentina
6297342|City||tree|Brazo Rico|Brazo Rico, Argentina|6023812|Multi-City (Vicinity)|El Calafate (and vicinity)|El Calafate (and vicinity), Argentina
6338749|City|||Perosa Argentina|Perosa Argentina, Italy|6054993|Multi-City (Vicinity)|Central Piedmont Alps|Central Piedmont Alps, Italy
2255|City|||Mendoza|Mendoza, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6047316|City|||Maipu|Maipu, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6047582|City|||Tunuyan|Tunuyan, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6049685|City|||Chacras de Coria|Chacras de Coria, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6084968|City|||Potrerillos|Potrerillos, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6125726|City|||Lujan de Cuyo|Lujan de Cuyo, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6141780|City|||Las Heras|Las Heras, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6142021|City|||Uspallata|Uspallata, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6144867|City||neighbor|Vista Flores|Vista Flores, Tunuyan, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6267734|City|||Los Arboles|Los Arboles, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6272344|City|||Bajo Lunlunta|Bajo Lunlunta, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6272349|City|||Cacheuta|Cacheuta, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6272359|City||neighbor|Coquimbito|Coquimbito, Maipu, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6272364|City||neighbor|Godoy Cruz|Godoy Cruz, Mendoza, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6272392|City|||San Martin|San Martin, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6272393|City||neighbor|Villa Nueva|Villa Nueva, Guaymallen, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6272762|City||shopping|Alameda Promenade|Alameda Promenade, Mendoza, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6273687|City||neighbor|Historic Center|Historic Center, Mendoza, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6277853|City||shopping|Peatonal Sarmiento|Peatonal Sarmiento, Mendoza, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6279911|City||neighbor|Civic Park|Civic Park, Mendoza, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6280044|City|||Guaymallen|Guaymallen, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6281916|City|||Las Compuertas|Las Compuertas, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
6317984|City|||Tupungato|Tupungato, Argentina|6054200|Multi-City (Vicinity)|Mendoza Wine Region|Mendoza Wine Region, Argentina
888|City|||Corrientes|Corrientes, Argentina|6054203|Multi-City (Vicinity)|Corrientes (and vicinity)|Corrientes (and vicinity), Argentina
6050259|City|||Paso de la Patria|Paso de la Patria, Argentina|6054203|Multi-City (Vicinity)|Corrientes (and vicinity)|Corrientes (and vicinity), Argentina
6050260|City|||Empedrado|Empedrado, Argentina|6054203|Multi-City (Vicinity)|Corrientes (and vicinity)|Corrientes (and vicinity), Argentina
899|City|||Cordoba|Cordoba, Argentina|6054205|Multi-City (Vicinity)|Cordoba (and vicinity)|Cordoba (and vicinity), Argentina
500198|City|||Villa Carlos Paz|Villa Carlos Paz, Argentina|6054205|Multi-City (Vicinity)|Cordoba (and vicinity)|Cordoba (and vicinity), Argentina
6034666|City|||Rio Ceballos|Rio Ceballos, Argentina|6054205|Multi-City (Vicinity)|Cordoba (and vicinity)|Cordoba (and vicinity), Argentina
6047317|City|||Ascochinga|Ascochinga, Argentina|6054205|Multi-City (Vicinity)|Cordoba (and vicinity)|Cordoba (and vicinity), Argentina
6048251|City|||La Cumbre|La Cumbre, Argentina|6054205|Multi-City (Vicinity)|Cordoba (and vicinity)|Cordoba (and vicinity), Argentina
6049085|City|||Alta Gracia|Alta Gracia, Argentina|6054205|Multi-City (Vicinity)|Cordoba (and vicinity)|Cordoba (and vicinity), Argentina
6054193|City|||Santa Catalina|Santa Catalina (Cordoba), Argentina|6054205|Multi-City (Vicinity)|Cordoba (and vicinity)|Cordoba (and vicinity), Argentina
6126425|City|||Capilla del Monte|Capilla del Monte, Argentina|6054205|Multi-City (Vicinity)|Cordoba (and vicinity)|Cordoba (and vicinity), Argentina
6161902|City|||Huerta Grande|Huerta Grande, Argentina|6054205|Multi-City (Vicinity)|Cordoba (and vicinity)|Cordoba (and vicinity), Argentina
6344783|City|||Ongamira|Ongamira, Argentina|6054205|Multi-City (Vicinity)|Cordoba (and vicinity)|Cordoba (and vicinity), Argentina
6348250|City|||Cosquin|Cosquin, Argentina|6054205|Multi-City (Vicinity)|Cordoba (and vicinity)|Cordoba (and vicinity), Argentina
6348253|City||neighbor|Villa Bustos|Villa Bustos, Cosquin, Argentina|6054205|Multi-City (Vicinity)|Cordoba (and vicinity)|Cordoba (and vicinity), Argentina
2960|City|||Rio Cuarto|Rio Cuarto, Argentina|6126070|Multi-City (Vicinity)|Rio Cuarto (and vicinity)|Rio Cuarto (and vicinity), Argentina
6049680|City|||Santa Catalina (Rio Cuarto)|Santa Catalina (Rio Cuarto), Argentina|6126070|Multi-City (Vicinity)|Rio Cuarto (and vicinity)|Rio Cuarto (and vicinity), Argentina
1574|City|||Iguazu|Iguazu, Argentina|6126331|Multi-City (Vicinity)|Iguazu (and vicinity)|Iguazu (and vicinity), Argentina
6085283|City|||Puerto Libertad|Puerto Libertad, Argentina|6126331|Multi-City (Vicinity)|Iguazu (and vicinity)|Iguazu (and vicinity), Argentina
6244605|City|||Wanda|Wanda, Argentina|6126331|Multi-City (Vicinity)|Iguazu (and vicinity)|Iguazu (and vicinity), Argentina
6244611|City|||Andresito|Andresito, Argentina|6126331|Multi-City (Vicinity)|Iguazu (and vicinity)|Iguazu (and vicinity), Argentina
6345673|City||neighbor|Zona Granja|Zona Granja, Iguazu, Argentina|6126331|Multi-City (Vicinity)|Iguazu (and vicinity)|Iguazu (and vicinity), Argentina
3131|City|||Santa Fe|Santa Fe, Argentina|6126334|Multi-City (Vicinity)|Santa Fe - Parana (and vicinity)|Santa Fe - Parana (and vicinity), Argentina
1739|City|||Jujuy|Jujuy, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6047322|City|||Purmamarca|Purmamarca, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6049080|City|||Tilcara|Tilcara, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6131837|City|||Huacalera|Huacalera, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6157032|City|||Humahuaca|Humahuaca, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6157922|City|||Yala|Yala, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6201394|City|||Libertador General San Martin|Libertador General San Martin, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6311853|City|||El Carmen|El Carmen, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6312003|City|||Termas de Reyes|Termas de Reyes, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6312011|City||neighbor|Reyes|Reyes, Jujuy, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6348185|City|||Perico|Perico, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6348212|City|||Maimara|Maimara, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6348213|City|||Volcan|Volcan, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6348214|City|||Leon|Leon, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6348215|City||neighbor|Calilegua|Calilegua, Libertador General San Martin, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6348216|City|||Palpala|Palpala, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6348217|City|||Susques|Susques, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6348240|City|||San Pedro de Jujuy|San Pedro de Jujuy, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
6348590|City|||Uquia|Uquia, Argentina|6126344|Multi-City (Vicinity)|Jujuy (and vicinity)|Jujuy (and vicinity), Argentina
602816|City|||Pinamar|Pinamar, Argentina|6126518|Multi-City (Vicinity)|Pinamar (and vicinity)|Pinamar (and vicinity), Argentina
6047913|City|||Villa Gesell|Villa Gesell, Argentina|6126518|Multi-City (Vicinity)|Pinamar (and vicinity)|Pinamar (and vicinity), Argentina
6132118|City|||Carilo|Carilo, Argentina|6126518|Multi-City (Vicinity)|Pinamar (and vicinity)|Pinamar (and vicinity), Argentina
6248027|City|||Mar de Las Pampas|Mar de Las Pampas, Argentina|6126518|Multi-City (Vicinity)|Pinamar (and vicinity)|Pinamar (and vicinity), Argentina
6295398|City|||Mar Azul|Mar Azul, Argentina|6126518|Multi-City (Vicinity)|Pinamar (and vicinity)|Pinamar (and vicinity), Argentina
6323674|City|||General Juan Madariaga|General Juan Madariaga, Argentina|6126518|Multi-City (Vicinity)|Pinamar (and vicinity)|Pinamar (and vicinity), Argentina
6323693|City|||Ostende|Ostende, Argentina|6126518|Multi-City (Vicinity)|Pinamar (and vicinity)|Pinamar (and vicinity), Argentina
6323695|City|||Valeria del Mar|Valeria del Mar, Argentina|6126518|Multi-City (Vicinity)|Pinamar (and vicinity)|Pinamar (and vicinity), Argentina
6337975|City||shopping|Avenida Jorge Bunge|Avenida Jorge Bunge, Pinamar, Argentina|6126518|Multi-City (Vicinity)|Pinamar (and vicinity)|Pinamar (and vicinity), Argentina
6084969|City|||San Clemente|San Clemente, Argentina|6126520|Multi-City (Vicinity)|La Costa Partido|La Costa Partido, Argentina
6085080|City|||San Bernardo|San Bernardo, Argentina|6126520|Multi-City (Vicinity)|La Costa Partido|La Costa Partido, Argentina
